index,actual,consensus,country,day,forecast,hour,indicator,label,period,previous,previous_revised,source
8803,"{""value"": 3.5, ""uom"": ""%""}","{""value"": 3.5, ""uom"": ""%""}",US,2018-03-15,null,02:30 PM,Import Prices YoY,1,FEB,"{""value"": 3.4, ""uom"": ""%""}","{""value"": 3.6, ""uom"": ""Previousrevisedfrom""}",te
8804,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",US,2018-03-15,null,02:30 PM,Export Prices MoM,1,FEB,"{""value"": 0.8, ""uom"": ""%""}",null,te
8805,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",US,2018-03-15,null,02:30 PM,Import Prices MoM,1,FEB,"{""value"": 0.8, ""uom"": ""%""}","{""value"": 1.0, ""uom"": ""Previousrevisedfrom""}",te
8806,"{""value"": 3.3, ""uom"": ""%""}","{""value"": 4.2, ""uom"": ""%""}",US,2018-03-15,null,02:30 PM,Export Prices YoY,1,FEB,"{""value"": 3.4, ""uom"": ""%""}","{""value"": 0.8, ""uom"": ""Previousrevisedfrom""}",te
8807,"{""value"": -432500000000.0, ""uom"": ""\u00a5""}",null,JP,2018-03-15,"{""value"": -193100000000.0, ""uom"": ""\u00a5""}",01:50 AM,Stock Investment by Foreigners,0,10/MAR,"{""value"": -463400000000.0, ""uom"": ""\u00a5""}",null,te
8808,"{""value"": 2.1, ""uom"": ""%""}","{""value"": 2.1, ""uom"": ""%""}",SG,2018-03-15,"{""value"": 2.1, ""uom"": ""%""}",04:30 AM,Unemployment Rate Final,0,Q4,"{""value"": 2.1, ""uom"": ""%""}","{""value"": 2.2, ""uom"": ""Previousrevisedfrom""}",te
8809,"{""value"": 0.5, ""uom"": ""%""}",null,CN,2018-03-15,null,09:30 AM,FDI (YTD) YoY,0,FEB,"{""value"": 0.3, ""uom"": ""%""}",null,te
8810,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",FR,2018-03-15,"{""value"": 0.0, ""uom"": ""%""}",09:45 AM,Harmonised Inflation Rate MoM Final,0,FEB,"{""value"": -0.1, ""uom"": ""%""}",null,te
8811,"{""value"": 1.3, ""uom"": ""%""}","{""value"": 1.3, ""uom"": ""%""}",FR,2018-03-15,"{""value"": 1.4, ""uom"": ""%""}",09:45 AM,Harmonised Inflation Rate YoY Final,0,FEB,"{""value"": 1.5, ""uom"": ""%""}",null,te
8812,"{""value"": 1.2, ""uom"": ""%""}","{""value"": 1.2, ""uom"": ""%""}",FR,2018-03-15,"{""value"": 1.2, ""uom"": ""%""}",09:45 AM,Inflation Rate YoY Final,0,FEB,"{""value"": 1.3, ""uom"": ""%""}",null,te
8813,"{""value"": 0.0, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",FR,2018-03-15,"{""value"": 0.0, ""uom"": ""%""}",09:45 AM,Inflation Rate MoM Final,0,FEB,"{""value"": -0.1, ""uom"": ""%""}",null,te
8814,null,null,FR,2018-03-15,null,11:00 AM,IEA Oil Market Report,0,,null,null,te
8815,"{""value"": 0.294, ""uom"": ""%""}",null,ES,2018-03-15,null,11:40 AM,5-Year Bonos Auction,0,,"{""value"": 0.358, ""uom"": ""%""}",null,te
8816,"{""value"": 1.363, ""uom"": ""%""}",null,ES,2018-03-15,null,11:40 AM,10-Year Obligacion Auction,0,,"{""value"": 1.502, ""uom"": ""%""}",null,te
8817,"{""value"": -0.24, ""uom"": ""%""}",null,FR,2018-03-15,null,12:00 PM,3-Year BTAN Auction,0,,"{""value"": -0.18, ""uom"": ""%""}",null,te
8818,"{""value"": 0.11, ""uom"": ""%""}",null,FR,2018-03-15,null,12:00 PM,5-Year BTAN Auction,0,,"{""value"": 0.23, ""uom"": ""%""}",null,te
8819,"{""value"": 1.58, ""uom"": ""%""}",null,GB,2018-03-15,null,12:45 PM,10-Year Treasury Gilt Auction,0,,"{""value"": 1.288, ""uom"": ""%""}",null,te
8820,"{""value"": 120200.0, ""uom"": null}",null,CA,2018-03-15,null,02:30 PM,New Motor Vehicle Sales,0,JAN,"{""value"": 127700.0, ""uom"": null}",null,te
8821,"{""value"": -93.0, ""uom"": ""Bcf""}","{""value"": -96.0, ""uom"": ""Bcf""}",US,2018-03-15,"{""value"": -34.4, ""uom"": ""Bcf""}",04:30 PM,EIA Natural Gas Stocks Change,0,09/MAR,"{""value"": -57.0, ""uom"": ""Bcf""}",null,te
8822,"{""value"": 119700000000.0, ""uom"": ""$""}","{""value"": 43100000000.0, ""uom"": ""$""}",US,2018-03-15,"{""value"": 76600000000.0, ""uom"": ""$""}",10:00 PM,Overall Net Capital Flows,0,JAN,"{""value"": -122500000000.0, ""uom"": ""$""}","{""value"": -119300000000.0, ""uom"": ""Previousrevisedfrom$""}",te
8823,"{""value"": 8400000000.0, ""uom"": ""$""}",null,US,2018-03-15,"{""value"": -6300000000.0, ""uom"": ""$""}",10:00 PM,Foreign Bond Investment,0,JAN,"{""value"": -16000000000.0, ""uom"": ""$""}",null,te
8824,"{""value"": 62100000000.0, ""uom"": ""$""}","{""value"": 35900000000.0, ""uom"": ""$""}",US,2018-03-15,null,20:00,Net Long-Term TIC Flows (Jan),0,,"{""value"": 23300000000.0, ""uom"": ""$""}",null,fxs
8825,"{""value"": 119700000000.0, ""uom"": ""$""}","{""value"": 43100000000.0, ""uom"": ""$""}",US,2018-03-15,null,20:00,Total Net TIC Flows (Jan),0,,"{""value"": -122500000000.0, ""uom"": ""$""}",null,fxs
8826,null,null,EA,2018-03-15,null,15:45,ECB's Lautenschläger Speech,0,,null,null,fxs
8827,"{""value"": -93000000000.0, ""uom"": null}","{""value"": -96000000000.0, ""uom"": null}",US,2018-03-15,null,14:30,EIA Natural Gas Storage change (Mar 9),0,,"{""value"": -57000000000.0, ""uom"": null}",null,fxs
8828,"{""value"": 70.0, ""uom"": null}","{""value"": 71.0, ""uom"": null}",US,2018-03-15,null,14:00,NAHB Housing Market Index (Mar),0,,"{""value"": 71.0, ""uom"": null}",null,fxs
8829,"{""value"": 22.3, ""uom"": null}","{""value"": 23.0, ""uom"": null}",US,2018-03-15,null,12:30,Philadelphia Fed Manufacturing Survey (Mar),0,,"{""value"": 25.8, ""uom"": null}",null,fxs
8830,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",US,2018-03-15,null,12:30,Import Price Index (MoM) (Feb),0,,"{""value"": 0.8, ""uom"": ""%""}",null,fxs
8831,"{""value"": 3.3, ""uom"": ""%""}","{""value"": 4.2, ""uom"": ""%""}",US,2018-03-15,null,12:30,Export Price Index (YoY) (Feb),0,,"{""value"": 3.4, ""uom"": ""%""}",null,fxs
8832,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",US,2018-03-15,null,12:30,Export Price Index (MoM) (Feb),0,,"{""value"": 0.8, ""uom"": ""%""}",null,fxs
8833,"{""value"": 3.5, ""uom"": ""%""}","{""value"": 3.5, ""uom"": ""%""}",US,2018-03-15,null,12:30,Import Price Index (YoY) (Feb),0,,"{""value"": 3.6, ""uom"": ""%""}",null,fxs
8834,"{""value"": 32700.000000000004, ""uom"": null}",null,CA,2018-03-15,null,12:30,ADP Employment Change (Feb),0,,"{""value"": 10700.0, ""uom"": null}",null,fxs
8835,"{""value"": 226000.0, ""uom"": null}","{""value"": 226000.0, ""uom"": null}",US,2018-03-15,null,12:30,Initial Jobless Claims (Mar 9),0,,"{""value"": 230000.0, ""uom"": null}",null,fxs
8836,"{""value"": 1879000.0, ""uom"": null}","{""value"": 1900000.0, ""uom"": null}",US,2018-03-15,null,12:30,Continuing Jobless Claims (Mar 2),0,,"{""value"": 1875000.0, ""uom"": null}",null,fxs
8837,"{""value"": 22.5, ""uom"": null}","{""value"": 15.0, ""uom"": null}",US,2018-03-15,null,12:30,NY Empire State Manufacturing Index (Mar),0,,"{""value"": 13.1, ""uom"": null}",null,fxs
8838,"{""value"": 1.58, ""uom"": ""%""}",null,UK,2018-03-15,null,11:04,10-y Bond Auction,0,,"{""value"": 1.29, ""uom"": ""%""}",null,fxs
8839,"{""value"": 21.2, ""uom"": ""%""}",null,GR,2018-03-15,null,10:00,Unemployment Rate (QoQ) (Q4),0,,"{""value"": 20.2, ""uom"": ""%""}",null,fxs
8840,"{""value"": 0.294, ""uom"": ""%""}",null,ES,2018-03-15,null,09:57,5-y Bond Auction,0,,"{""value"": 0.358, ""uom"": ""%""}",null,fxs
8841,"{""value"": 1.363, ""uom"": ""%""}",null,ES,2018-03-15,null,09:57,10-y Obligaciones Auction,0,,"{""value"": 1.5, ""uom"": ""%""}",null,fxs
8842,"{""value"": -0.75, ""uom"": ""%""}","{""value"": -0.75, ""uom"": ""%""}",CH,2018-03-15,null,08:30,SNB Interest Rate Decision,0,,"{""value"": -0.75, ""uom"": ""%""}",null,fxs
8843,null,null,CH,2018-03-15,null,08:30,SNB Quarterly Bulletin (),0,,null,null,fxs
8844,"{""value"": 2.3, ""uom"": ""%""}","{""value"": 0.9, ""uom"": ""%""}",CH,2018-03-15,null,08:15,Producer and Import Prices (YoY) (Feb),0,,"{""value"": 1.8, ""uom"": ""%""}",null,fxs
8845,"{""value"": 0.3, ""uom"": ""%""}","{""value"": 0.4, ""uom"": ""%""}",CH,2018-03-15,null,08:15,Producer and Import Prices (MoM) (Feb),0,,"{""value"": 0.3, ""uom"": ""%""}",null,fxs
8846,"{""value"": 0.0, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",FR,2018-03-15,null,07:45,Inflation ex-tobacco (MoM) (Feb),0,,"{""value"": -0.1, ""uom"": ""%""}",null,fxs
8847,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",FR,2018-03-15,null,07:45,Consumer Price Index (EU norm) (MoM) (Feb),0,,"{""value"": -0.1, ""uom"": ""%""}",null,fxs
8848,"{""value"": 2.1, ""uom"": ""%""}",null,SG,2018-03-15,null,02:30,Unemployment rate (Q4),0,,"{""value"": 2.1, ""uom"": ""%""}",null,fxs
8849,null,null,AU,2018-03-15,null,00:30,RBA Bulletin,0,,null,null,fxs
8850,"{""value"": 3.7, ""uom"": ""%""}",null,AU,2018-03-15,null,00:00,Consumer Inflation Expectation (Mar),0,,"{""value"": 3.6, ""uom"": ""%""}",null,fxs
8851,null,null,EA,2018-03-15,null,24h,EcoFin Meeting,0,,null,null,fxs
8852,"{""value"": 0.5, ""uom"": ""%""}","{""value"": 0.5, ""uom"": ""%""}",DE,2018-03-14,null,07:00,Consumer Price Index (MoM) (Feb),1,,"{""value"": 0.5, ""uom"": ""%""}",null,fxs
8853,"{""value"": 2.7, ""uom"": ""%""}","{""value"": 4.7, ""uom"": ""%""}",EA,2018-03-14,"{""value"": 4.8, ""uom"": ""%""}",12:00 PM,Industrial Production YoY,1,JAN,"{""value"": 5.3, ""uom"": ""%""}","{""value"": 5.2, ""uom"": ""Previousrevisedfrom""}",te
8854,"{""value"": 0.9, ""uom"": ""%""}",null,US,2018-03-14,"{""value"": 2.1, ""uom"": ""%""}",01:00 PM,MBA Mortgage Applications,1,09/MAR,"{""value"": 0.3, ""uom"": ""%""}",null,te
8855,"{""value"": -0.1, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",US,2018-03-14,"{""value"": 0.4, ""uom"": ""%""}",02:30 PM,Retail Sales MoM,1,FEB,"{""value"": -0.1, ""uom"": ""%""}","{""value"": -0.3, ""uom"": ""Previousrevisedfrom""}",te
8856,"""{\""value\"": 0.2, \""uom\"": \""%\""}""","""{\""value\"": 0.2, \""uom\"": \""%\""}""",US,2018-03-14,"""null""",12:30,Producer Price Index ex Food & Energy (MoM) (Feb),1,,"""{\""value\"": 0.4, \""uom\"": \""%\""}""","""null""",fxs
8857,"""{\""value\"": 0.2, \""uom\"": \""%\""}""","""{\""value\"": 0.2, \""uom\"": \""%\""}""",US,2018-03-14,"""null""",12:30,Producer Price Index ex Food & Energy (MoM) (Feb),1,,"""{\""value\"": 0.4, \""uom\"": \""%\""}""","""null""",fxs
8858,"{""value"": 0.6, ""uom"": ""%""}","{""value"": 0.4, ""uom"": ""%""}",US,2018-03-14,null,14:00,Business Inventories (Jan),1,,"{""value"": 0.6, ""uom"": ""%""}",null,fxs
8859,"{""value"": 0.2, ""uom"": ""%""}",null,AU,2018-03-14,"{""value"": -0.6, ""uom"": ""%""}",01:30 AM,Westpac Consumer Confidence Change,0,MAR,"{""value"": -2.3, ""uom"": ""%""}",null,te
8860,null,null,JP,2018-03-14,null,01:50 AM,BoJ Monetary Policy Meeting Minutes,0,,null,null,te
8861,"{""value"": 2.9, ""uom"": ""%""}","{""value"": 0.6, ""uom"": ""%""}",JP,2018-03-14,"{""value"": 3.0, ""uom"": ""%""}",01:50 AM,Machinery Orders YoY,0,JAN,"{""value"": -5.0, ""uom"": ""%""}",null,te
8862,"{""value"": 4.5, ""uom"": ""%""}","{""value"": 5.6, ""uom"": ""%""}",JP,2018-03-14,"{""value"": 6.5, ""uom"": ""%""}",01:50 AM,Machinery Orders MoM,0,JAN,"{""value"": -13.4, ""uom"": ""%""}","{""value"": -11.9, ""uom"": ""Previousrevisedfrom""}",te
8863,"{""value"": 103.0, ""uom"": null}",null,AU,2018-03-14,"{""value"": 102.0, ""uom"": null}",02:30 AM,Westpac Consumer Confidence Index,0,MAR,"{""value"": 102.7, ""uom"": null}",null,te
8864,"{""value"": 9.7, ""uom"": ""%""}","{""value"": 9.8, ""uom"": ""%""}",CN,2018-03-14,"{""value"": 9.9, ""uom"": ""%""}",04:00 AM,Retail Sales YoY,0,JAN-FEB,"{""value"": 9.4, ""uom"": ""%""}",null,te
8865,"{""value"": 1.2, ""uom"": ""%""}","{""value"": 1.2, ""uom"": ""%""}",DE,2018-03-14,"{""value"": 1.2, ""uom"": ""%""}",09:00 AM,Harmonised Inflation Rate YoY Final,0,FEB,"{""value"": 1.4, ""uom"": ""%""}",null,te
8866,"{""value"": 0.5, ""uom"": ""%""}","{""value"": 0.5, ""uom"": ""%""}",DE,2018-03-14,"{""value"": 0.5, ""uom"": ""%""}",09:00 AM,Harmonised Inflation Rate MoM Final,0,FEB,"{""value"": -1.0, ""uom"": ""%""}",null,te
8867,"{""value"": 1.4, ""uom"": ""%""}","{""value"": 1.4, ""uom"": ""%""}",DE,2018-03-14,"{""value"": 1.4, ""uom"": ""%""}",09:00 AM,Inflation Rate YoY Final,0,FEB,"{""value"": 1.6, ""uom"": ""%""}",null,te
8868,"{""value"": 0.5, ""uom"": ""%""}","{""value"": 0.5, ""uom"": ""%""}",DE,2018-03-14,"{""value"": 0.5, ""uom"": ""%""}",09:00 AM,Inflation Rate MoM Final,0,FEB,"{""value"": -0.7, ""uom"": ""%""}",null,te
8869,"{""value"": 0.3, ""uom"": ""%""}",null,ES,2018-03-14,"{""value"": 0.2, ""uom"": ""%""}",10:00 AM,Retail Sales MoM,0,JAN,"{""value"": -0.6, ""uom"": ""%""}",null,te
8870,"{""value"": 2.2, ""uom"": ""%""}",null,ES,2018-03-14,"{""value"": 1.5, ""uom"": ""%""}",10:00 AM,Retail Sales YoY,0,JAN,"{""value"": 0.6, ""uom"": ""%""}","{""value"": 1.2, ""uom"": ""Previousrevisedfrom""}",te
8871,null,null,EA,2018-03-14,null,10:45 AM,ECB Praet Speech,0,,null,null,te
8872,"{""value"": -0.5, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",IT,2018-03-14,"{""value"": 0.1, ""uom"": ""%""}",11:00 AM,Retail Sales MoM,0,JAN,"{""value"": -0.9, ""uom"": ""%""}","{""value"": -0.3, ""uom"": ""Previousrevisedfrom""}",te
8873,"{""value"": -0.8, ""uom"": ""%""}",null,IT,2018-03-14,"{""value"": 0.5, ""uom"": ""%""}",11:00 AM,Retail Sales YoY,0,JAN,"{""value"": -0.2, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""Previousrevisedfrom""}",te
8874,"{""value"": 1.27, ""uom"": ""%""}",null,DE,2018-03-14,null,12:40 PM,30-Year Bund Auction,0,,"{""value"": 1.33, ""uom"": ""%""}",null,te
8875,"{""value"": 4.69, ""uom"": ""%""}",null,US,2018-03-14,"{""value"": 4.65, ""uom"": ""%""}",01:00 PM,MBA 30-Year Mortgage Rate,0,09/MAR,"{""value"": 4.65, ""uom"": ""%""}",null,te
8876,"{""value"": 2.5, ""uom"": ""%""}","{""value"": 2.5, ""uom"": ""%""}",US,2018-03-14,null,02:30 PM,Core PPI YoY,0,FEB,"{""value"": 2.2, ""uom"": ""%""}",null,te
8877,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",US,2018-03-14,"{""value"": 0.2, ""uom"": ""%""}",02:30 PM,PPI MoM,0,FEB,"{""value"": 0.4, ""uom"": ""%""}",null,te
8878,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",US,2018-03-14,null,02:30 PM,Core PPI MoM,0,FEB,"{""value"": 0.4, ""uom"": ""%""}",null,te
8879,"{""value"": 2.8, ""uom"": ""%""}","{""value"": 2.8, ""uom"": ""%""}",US,2018-03-14,"{""value"": 2.7, ""uom"": ""%""}",02:30 PM,PPI YoY,0,FEB,"{""value"": 2.7, ""uom"": ""%""}",null,te
8880,"{""value"": 4.0, ""uom"": ""%""}",null,US,2018-03-14,"{""value"": 3.8, ""uom"": ""%""}",02:30 PM,Retail Sales YoY,0,FEB,"{""value"": 3.9, ""uom"": ""%""}","{""value"": 3.6, ""uom"": ""Previousrevisedfrom""}",te
8881,"{""value"": 0.6, ""uom"": ""%""}","{""value"": 0.6, ""uom"": ""%""}",US,2018-03-14,"{""value"": 0.3, ""uom"": ""%""}",04:00 PM,Business Inventories MoM,0,JAN,"{""value"": 0.6, ""uom"": ""%""}","{""value"": 0.4, ""uom"": ""Previousrevisedfrom""}",te
8882,"{""value"": -432500000000.0, ""uom"": ""\u00a5""}",null,JP,2018-03-14,null,23:50,Foreign investment in Japan stocks (Mar 9),0,,"{""value"": -463400000000.0, ""uom"": ""\u00a5""}",null,fxs
8883,null,null,EA,2018-03-14,null,16:15,ECB Cœuré Speech,0,,null,null,fxs
8884,"{""value"": 5022000.0, ""uom"": null}","{""value"": 2023000.0000000002, ""uom"": null}",US,2018-03-14,null,14:30,EIA Crude Oil Stocks change (Mar 9),0,,"{""value"": 2408000.0, ""uom"": null}",null,fxs
8885,"{""value"": 2.8, ""uom"": ""%""}","{""value"": 2.8, ""uom"": ""%""}",US,2018-03-14,null,12:30,Producer Price Index (YoY) (Feb),0,,"{""value"": 2.7, ""uom"": ""%""}",null,fxs
8886,"{""value"": 2.5, ""uom"": ""%""}","{""value"": 2.5, ""uom"": ""%""}",US,2018-03-14,null,12:30,Producer Price Index ex Food & Energy (YoY) (Feb),0,,"{""value"": 2.2, ""uom"": ""%""}",null,fxs
8887,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",US,2018-03-14,null,12:30,Producer Price Index (MoM) (Feb),0,,"{""value"": 0.4, ""uom"": ""%""}",null,fxs
8888,"{""value"": -0.1, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",US,2018-03-14,null,12:30,Retail Sales (MoM) (Feb),0,,"{""value"": -0.1, ""uom"": ""%""}",null,fxs
8889,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.4, ""uom"": ""%""}",US,2018-03-14,null,12:30,Retail Sales control group (Feb),0,,"{""value"": 0.0, ""uom"": ""%""}",null,fxs
8890,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.4, ""uom"": ""%""}",US,2018-03-14,null,12:30,Retail Sales ex Autos (MoM) (Feb),0,,"{""value"": 0.1, ""uom"": ""%""}",null,fxs
8891,"{""value"": 0.9, ""uom"": ""%""}",null,US,2018-03-14,null,11:00,MBA Mortgage Applications (Mar 9),0,,"{""value"": 0.3, ""uom"": ""%""}",null,fxs
8892,"{""value"": 1.27, ""uom"": ""%""}",null,DE,2018-03-14,null,10:47,30-y Bond Auction,0,,"{""value"": 1.33, ""uom"": ""%""}",null,fxs
8893,null,null,EA,2018-03-14,null,10:45,ECB Vice President Vitor Constancio speech,0,,null,null,fxs
8894,"{""value"": 1.6, ""uom"": ""%""}","{""value"": 1.6, ""uom"": ""%""}",EA,2018-03-14,null,10:00,Employment Change (YoY) (Q4),0,,"{""value"": 1.7, ""uom"": ""%""}",null,fxs
8895,"{""value"": 0.3, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",EA,2018-03-14,null,10:00,Employment Change (QoQ) (Q4),0,,"{""value"": 0.4, ""uom"": ""%""}",null,fxs
8896,"{""value"": -1.0, ""uom"": ""%""}","{""value"": -0.4, ""uom"": ""%""}",EA,2018-03-14,null,10:00,Industrial Production s.a. (MoM) (Jan),0,,"{""value"": 0.4, ""uom"": ""%""}",null,fxs
8897,"{""value"": 2.7, ""uom"": ""%""}","{""value"": 4.7, ""uom"": ""%""}",EA,2018-03-14,null,10:00,Industrial Production w.d.a. (YoY) (Jan),0,,"{""value"": 5.3, ""uom"": ""%""}",null,fxs
8898,"{""value"": -0.8, ""uom"": ""%""}",null,IT,2018-03-14,null,09:00,Retail Sales n.s.a (YoY) (Jan),0,,"{""value"": -0.2, ""uom"": ""%""}",null,fxs
8899,"{""value"": -0.5, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",IT,2018-03-14,null,09:00,Retail Sales s.a. (MoM) (Jan),0,,"{""value"": -0.9, ""uom"": ""%""}",null,fxs
8900,null,null,EA,2018-03-14,null,08:45,ECB's Praet Speech,0,,null,null,fxs
8901,"{""value"": 2.2, ""uom"": ""%""}",null,ES,2018-03-14,null,08:00,Retail Sales (YoY) (Jan),0,,"{""value"": 0.6, ""uom"": ""%""}",null,fxs
8902,null,null,EA,2018-03-14,null,08:00,ECB President Draghi's Speech,0,,null,null,fxs
8903,"{""value"": 0.5, ""uom"": ""%""}","{""value"": 0.5, ""uom"": ""%""}",DE,2018-03-14,null,07:00,Harmonized Index of Consumer Prices (MoM) (Feb),0,,"{""value"": 0.5, ""uom"": ""%""}",null,fxs
8904,"{""value"": 1.2, ""uom"": ""%""}","{""value"": 1.2, ""uom"": ""%""}",DE,2018-03-14,null,07:00,Harmonized Index of Consumer Prices (YoY) (Feb),0,,"{""value"": 1.2, ""uom"": ""%""}",null,fxs
8905,"{""value"": 1.4, ""uom"": ""%""}","{""value"": 1.4, ""uom"": ""%""}",DE,2018-03-14,null,07:00,Consumer Price Index (YoY) (Feb),0,,"{""value"": 1.4, ""uom"": ""%""}",null,fxs
8906,"{""value"": 7.9, ""uom"": ""%""}","{""value"": 7.0, ""uom"": ""%""}",CN,2018-03-14,null,02:00,Fixed Asset Investment (YTD) (YoY) (Jan),0,,"{""value"": 7.2, ""uom"": ""%""}",null,fxs
8907,"{""value"": 7.2, ""uom"": ""%""}","{""value"": 6.1, ""uom"": ""%""}",CN,2018-03-14,null,02:00,Industrial Production (YoY) (Jan),0,,"{""value"": 6.2, ""uom"": ""%""}",null,fxs
8908,"{""value"": 9.7, ""uom"": ""%""}","{""value"": 9.8, ""uom"": ""%""}",CN,2018-03-14,null,02:00,Retail Sales (YoY) (Jan),0,,"{""value"": 9.4, ""uom"": ""%""}",null,fxs
8909,null,null,EA,2018-03-14,null,24h,Eurogroup meeting,0,,null,null,fxs
8910,null,"{""value"": 11.0, ""uom"": ""%""}",IT,2018-03-13,null,,Unemployment rate,1,,"{""value"": 11.2, ""uom"": ""%""}",null,cio
8911,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",US,2018-03-13,null,12:30,Consumer Price Index Ex Food & Energy (MoM) (Feb),1,,"{""value"": 0.3, ""uom"": ""%""}",null,fxs
8912,"""{\""value\"": 1.8, \""uom\"": \""%\""}""","""{\""value\"": 1.8, \""uom\"": \""%\""}""",US,2018-03-13,"""null""",12:30,Consumer Price Index Ex Food & Energy (YoY) (Feb),1,,"""{\""value\"": 1.8, \""uom\"": \""%\""}""","""null""",fxs
8913,"{""value"": 255.751, ""uom"": null}","{""value"": 254.86, ""uom"": null}",US,2018-03-13,null,12:30,Consumer Price Index Core s.a (Feb),1,,"{""value"": 255.29, ""uom"": null}",null,fxs
8914,"{""value"": 248.991, ""uom"": null}","{""value"": 248.936, ""uom"": null}",US,2018-03-13,null,12:30,Consumer Price Index n.s.a (MoM) (Feb),1,,"{""value"": 247.867, ""uom"": null}",null,fxs
8915,"{""value"": 2.2, ""uom"": ""%""}","{""value"": 2.2, ""uom"": ""%""}",US,2018-03-13,null,12:30,Consumer Price Index (YoY) (Feb),1,,"{""value"": 2.1, ""uom"": ""%""}",null,fxs
8916,"""{\""value\"": 1.8, \""uom\"": \""%\""}""","""{\""value\"": 1.8, \""uom\"": \""%\""}""",US,2018-03-13,"""null""",12:30,Consumer Price Index Ex Food & Energy (YoY) (Feb),1,,"""{\""value\"": 1.8, \""uom\"": \""%\""}""","""null""",fxs
8917,"{""value"": 2.9, ""uom"": ""%""}",null,US,2018-03-13,null,02:55 PM,Redbook YoY,1,10/MAR,"{""value"": 3.8, ""uom"": ""%""}",null,te
8918,"{""value"": -0.3, ""uom"": ""%""}",null,US,2018-03-13,null,02:55 PM,Redbook MoM,1,10/MAR,"{""value"": -0.5, ""uom"": ""%""}",null,te
8919,"{""value"": 2.9, ""uom"": ""%""}","{""value"": 0.6, ""uom"": ""%""}",JP,2018-03-13,null,23:50,Machinery Orders (YoY) (Jan),1,,"{""value"": -5.0, ""uom"": ""%""}",null,fxs
8920,"{""value"": 2.5, ""uom"": ""%""}","{""value"": 2.6, ""uom"": ""%""}",JP,2018-03-13,"{""value"": 2.7, ""uom"": ""%""}",01:50 AM,PPI YoY,0,FEB,"{""value"": 2.7, ""uom"": ""%""}",null,te
8921,"{""value"": 9.0, ""uom"": null}","{""value"": 9.0, ""uom"": null}",AU,2018-03-13,"{""value"": 11.0, ""uom"": null}",02:30 AM,NAB Business Confidence,0,FEB,"{""value"": 11.0, ""uom"": null}","{""value"": 12.0, ""uom"": ""Previousrevisedfrom""}",te
8922,"{""value"": -1.1, ""uom"": ""%""}","{""value"": -1.0, ""uom"": ""%""}",AU,2018-03-13,null,02:30 AM,Home Loans MoM,0,JAN,"{""value"": -2.3, ""uom"": ""%""}",null,te
8923,"{""value"": 0.3, ""uom"": ""%""}",null,FR,2018-03-13,"{""value"": 0.2, ""uom"": ""%""}",08:30 AM,Non Farm Payrolls QoQ,0,Q4,"{""value"": 0.2, ""uom"": ""%""}",null,te
8924,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",FR,2018-03-13,"{""value"": 0.3, ""uom"": ""%""}",08:30 AM,Private Non Farm Payrolls QoQ Final,0,Q4,"{""value"": 0.3, ""uom"": ""%""}",null,te
8925,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",ES,2018-03-13,"{""value"": 0.1, ""uom"": ""%""}",10:00 AM,Harmonised Inflation Rate MoM Final,0,FEB,"{""value"": -1.5, ""uom"": ""%""}",null,te
8926,"{""value"": 1.2, ""uom"": ""%""}","{""value"": 1.2, ""uom"": ""%""}",ES,2018-03-13,"{""value"": 1.2, ""uom"": ""%""}",10:00 AM,Harmonised Inflation Rate YoY Final,0,FEB,"{""value"": 0.7, ""uom"": ""%""}",null,te
