index,index,actual,consensus,country,date,forecast,hour,indicator,period,previous,previous_revised
7926,8164,1952K,1900K,US,Thursday January 18 2018,1872.9K,03:30 PM,Continuing Jobless Claims,06/JAN,1876K,Previous revised from 1867K
7927,8165,-8.2%,-1.7%,US,Thursday January 18 2018,-2%,03:30 PM,Housing Starts MoM,DEC,3%,Previous revised from 3.3%
7928,8166,1.192M,1.275M,US,Thursday January 18 2018,1.270M,03:30 PM,Housing Starts,DEC,1.299M,Previous revised from 1.297M
7929,8167,220K,250K,US,Thursday January 18 2018,249K,03:30 PM,Initial Jobless Claims,13/JAN,261K,
7930,8168,22.2,25.0,US,Thursday January 18 2018,23.5,03:30 PM,Philadelphia Fed Manufacturing Index,JAN,27.9,Previous revised from 26.2
7931,8169,,,EA,Thursday January 18 2018,,04:30 PM,ECB Cœuré Speech,,,
7932,8170,-183Bcf,-199Bcf,US,Thursday January 18 2018,-292.9Bcf,05:30 PM,EIA Natural Gas Stocks Change,12/JAN,-359Bcf,
7933,8171,-6.861M,-3.588M,US,Thursday January 18 2018,-1.6M,06:00 PM,EIA Crude Oil Stocks Change,12/JAN,-4.948M,
7934,8172,3.62M,3.426M,US,Thursday January 18 2018,1.3M,06:00 PM,EIA Gasoline Stocks Change,12/JAN,4.135M,
7935,8173,0.548%,,US,Thursday January 18 2018,,08:00 PM,10-Year TIPS Auction,,0.512%,
7936,8174,5.7%,-1.4%,JP,Wednesday January 17 2018,-1.7%,01:50 AM,Machinery Orders MoM,NOV,5%,
7937,8175,4.1%,-0.7%,JP,Wednesday January 17 2018,0.2%,01:50 AM,Machinery Orders YoY,NOV,2.3%,
7938,8176,1.5%,,AU,Wednesday January 17 2018,,02:30 AM,Investment Lending for Homes,NOV,1.6%,
7939,8177,1.8%,,AU,Wednesday January 17 2018,,02:30 AM,Westpac Consumer Confidence Change,JAN,3.6%,
7940,8178,105.1,,AU,Wednesday January 17 2018,102,02:30 AM,Westpac Consumer Confidence Index,JAN,103.3,
7941,8179,2.1%,-0.2%,AU,Wednesday January 17 2018,,02:30 AM,Home Loans MoM,NOV,-0.6%,
7942,8180,3.10%,8.7%,SG,Wednesday January 17 2018,,02:30 AM,Non-Oil Exports YoY,DEC,9.1%,
7943,8181,-5%,-4.5%,SG,Wednesday January 17 2018,,02:30 AM,Non-Oil Exports MoM,DEC,8.6%,Previous revised from 8.7%
7944,8182,$5.03B,,SG,Wednesday January 17 2018,S$ 4.3B,02:45 AM,Balance of Trade,DEC,S$4.35B,
7945,8183,2.3%,,AT,Wednesday January 17 2018,2.5%,10:00 AM,Harmonised Inflation Rate YoY,DEC,2.4%,
7946,8184,0.6%,,AT,Wednesday January 17 2018,0.2%,10:00 AM,Harmonised Inflation Rate MoM,DEC,0.1%,
7947,8185,2.2%,,AT,Wednesday January 17 2018,2.4%,10:00 AM,Inflation Rate YoY,DEC,2.3%,
7948,8186,0.4%,,AT,Wednesday January 17 2018,0.3%,10:00 AM,Inflation Rate MoM,DEC,0.2%,
7949,8187,2.7%,,EA,Wednesday January 17 2018,1.8%,12:00 PM,Construction Output YoY,NOV,2.2%,Previous revised from 2.0%
7950,8188,0.9%,0.9%,EA,Wednesday January 17 2018,0.9%,12:00 PM,Core Inflation Rate YoY Final,DEC,0.9%,
7951,8189,1.4%,1.4%,EA,Wednesday January 17 2018,1.4%,12:00 PM,Inflation Rate YoY Final,DEC,1.5%,
7952,8190,0.4%,0.4%,EA,Wednesday January 17 2018,0.3%,12:00 PM,Inflation Rate MoM,DEC,0.1%,
7953,8191,1.28%,,DE,Wednesday January 17 2018,,01:00 PM,30-Year Bund Auction,,1.20%,
7954,8192,,,GB,Wednesday January 17 2018,,01:45 PM,BoE Saunders Speech,,,
7955,8193,4.1%,,US,Wednesday January 17 2018,0.99%,02:00 PM,MBA Mortgage Applications,12/JAN,8.3%,
7956,8194,4.33%,,US,Wednesday January 17 2018,4.26%,02:00 PM,MBA 30-Year Mortgage Rate,12/JAN,4.23%,
7957,8195,2.6%,,US,Wednesday January 17 2018,,03:55 PM,Redbook YoY,13/JAN,3.4%,
7958,8196,-0.3%,,US,Wednesday January 17 2018,,03:55 PM,Redbook MoM,13/JAN,0.1%,
7959,8197,77.9%,77.3%,US,Wednesday January 17 2018,77.3%,04:15 PM,Capacity Utilization,DEC,77.2%,Previous revised from 77.1%
7960,8198,3.6%,,US,Wednesday January 17 2018,3.70%,04:15 PM,Industrial Production YoY,DEC,3.5%,Previous revised from 3.4%
7961,8199,0.9%,0.4%,US,Wednesday January 17 2018,0.3%,04:15 PM,Industrial Production MoM,DEC,-0.1%,Previous revised from 0.2%
7962,8200,2.4%,,US,Wednesday January 17 2018,2.7%,04:15 PM,Manufacturing Production YoY,DEC,2.5%,Previous revised from 2.4%
7963,8201,,,CA,Wednesday January 17 2018,,05:00 PM,BoC Monetary Policy Report,,,
7964,8202,1.25%,1.25%,CA,Wednesday January 17 2018,1.25%,05:00 PM,BoC Interest Rate Decision,,1%,
7965,8203,72,72,US,Wednesday January 17 2018,72,05:00 PM,NAHB Housing Market Index,JAN,74,
7966,8204,,,CA,Wednesday January 17 2018,,06:15 PM,BoC Press Conference,,,
7967,8205,,,US,Wednesday January 17 2018,,09:00 PM,Fed Beige Book,,,
7968,8206,,,US,Wednesday January 17 2018,,10:00 PM,Fed Evans Speech,,,
7969,8207,,,US,Wednesday January 17 2018,,10:15 PM,Fed Kaplan Speech,,,
7970,8208,$33.8B,$31.3B,US,Wednesday January 17 2018,$ 90.2B,11:00 PM,Overall Net Capital Flows,NOV,$152.9B,Previous revised from $151.2B
7971,8209,$-18.8B,,US,Wednesday January 17 2018,$ 4.2B,11:00 PM,Foreign Bond Investment,NOV,$-22.3B,Previous revised from $-22.1B
7972,8210,$57.5B,$50.1B,US,Wednesday January 17 2018,$ 30.4B,11:00 PM,Net Long-Term Tic Flows,NOV,$26.2B,Previous revised from $23.2B
7973,8211,-5.121M,,US,Wednesday January 17 2018,-2.5M,11:30 PM,API Crude Oil Stock Change,12/JAN,-11.19M,
7974,8212,,,US,Wednesday January 17 2018,,11:30 PM,Fed Mester Speech,,,
7975,8252,0.2%,0.4%,JP,Tuesday January 16 2018,0.3%,01:50 AM,PPI MoM,DEC,0.5%,Previous revised from 0.4%
7976,8253,3.1%,3.2%,JP,Tuesday January 16 2018,3.50%,01:50 AM,PPI YoY,DEC,3.6%,Previous revised from 3.5%
7977,8254,6.7%,,AU,Tuesday January 16 2018,,02:30 AM,New Motor Vehicle Sales YoY,DEC,2.2%,Previous revised from 2.1%
7978,8255,4.5%,,AU,Tuesday January 16 2018,,02:30 AM,New Motor Vehicle Sales MoM,DEC,0.2%,Previous revised from 0.1%
7979,8256,1.1%,0.4%,JP,Tuesday January 16 2018,,06:30 AM,Tertiary Industry Index MoM,NOV,0.2%,Previous revised from 0.3%
7980,8257,1.8%,,DE,Tuesday January 16 2018,3%,09:00 AM,Wholesale Prices YoY,DEC,3.3%,
7981,8258,1.6%,1.6%,DE,Tuesday January 16 2018,1.6%,09:00 AM,Harmonised Inflation Rate YoY Final,DEC,1.8%,
7982,8259,0.8%,0.8%,DE,Tuesday January 16 2018,0.8%,09:00 AM,Harmonised Inflation Rate MoM Final,DEC,0.3%,
7983,8260,-0.3%,0.3%,DE,Tuesday January 16 2018,0.4%,09:00 AM,Wholesale Prices MoM,DEC,0.5%,
7984,8261,1.7%,1.7%,DE,Tuesday January 16 2018,1.7%,09:00 AM,Inflation Rate YoY Final,DEC,1.8%,
7985,8262,0.6%,0.6%,DE,Tuesday January 16 2018,0.6%,09:00 AM,Inflation Rate MoM Final,DEC,0.3%,
7986,8263,7.9%,,CN,Tuesday January 16 2018,,09:30 AM,FDI (YTD) YoY,DEC,9.8%,
7987,8264,€-84.7B,,FR,Tuesday January 16 2018,€-90.2B,10:30 AM,Budget Balance,NOV,€-77.1B,
7988,8265,0.3%,0.3%,IT,Tuesday January 16 2018,0.3%,11:00 AM,Harmonised Inflation Rate MoM Final,DEC,-0.2%,
7989,8266,1.0%,1%,IT,Tuesday January 16 2018,1%,11:00 AM,Harmonised Inflation Rate YoY Final,DEC,1.1%,
7990,8267,0.9%,0.9%,IT,Tuesday January 16 2018,0.9%,11:00 AM,Inflation Rate YoY Final,DEC,0.9%,
7991,8268,0.4%,0.4%,IT,Tuesday January 16 2018,0.4%,11:00 AM,Inflation Rate MoM Final,DEC,-0.2%,
7992,8269,2.5%,2.6%,GB,Tuesday January 16 2018,2.7%,11:30 AM,Core Inflation Rate YoY,DEC,2.7%,
7993,8270,4.9%,5.4%,GB,Tuesday January 16 2018,7%,11:30 AM,PPI Input YoY,DEC,7.3%,
7994,8271,0.1%,0.4%,GB,Tuesday January 16 2018,1.1%,11:30 AM,PPI Input MoM,DEC,1.6%,Previous revised from 1.8%
7995,8272,4.1%,3.9%,GB,Tuesday January 16 2018,4.1%,11:30 AM,Retail Price Index YoY,DEC,3.9%,
7996,8273,0.8%,0.6%,GB,Tuesday January 16 2018,0.4%,11:30 AM,Retail Price Index MoM,DEC,0.2%,
7997,8274,3%,3%,GB,Tuesday January 16 2018,3%,11:30 AM,Inflation Rate YoY,DEC,3.1%,
7998,8275,0.4%,0.4%,GB,Tuesday January 16 2018,0.3%,11:30 AM,Inflation Rate MoM,DEC,0.3%,
7999,8276,0.4%,0.3%,GB,Tuesday January 16 2018,0.3%,11:30 AM,PPI Output MoM,DEC,0.4%,Previous revised from 0.3%
8000,8277,3.3%,2.9%,GB,Tuesday January 16 2018,2.9%,11:30 AM,PPI Output YoY,DEC,3.1%,Previous revised from 3.0%
8001,8278,-0.402%,,ES,Tuesday January 16 2018,,11:40 AM,12-Month Letras Auction,,-0.375%,
8002,8279,-0.459%,,ES,Tuesday January 16 2018,,11:40 AM,6-Month Letras Auction,,-0.407%,
8003,8280,€4.83B,€5.22B,IT,Tuesday January 16 2018,€4.2B,12:00 PM,Balance of Trade,NOV,€4.988B,Previous revised from €4.953B
8004,8281,161.9K,,CA,Tuesday January 16 2018,,03:30 PM,New Motor Vehicle Sales,NOV,167.9K,
8005,8282,17.7,18.00,US,Tuesday January 16 2018,18.1,03:30 PM,NY Empire State Manufacturing Index,JAN,19.6,Previous revised from 18
8006,8283,2.82%,,US,Tuesday January 16 2018,2.63%,06:00 PM,Consumer Inflation Expectations,DEC,2.61%,
8007,8284,1.430%,,US,Tuesday January 16 2018,,06:30 PM,3-Month Bill Auction,,1.430%,
8008,8285,1.600%,,US,Tuesday January 16 2018,,06:30 PM,6-Month Bill Auction,,1.575%,
8009,8286,,,CH,Tuesday January 16 2018,,07:00 PM,SNB Chair Jordan Speech,,,
8010,8287,1.295%,,US,Tuesday January 16 2018,,08:00 PM,4-Week Bill Auction,,1.280%,
8011,8288,0.1%,,AU,Monday January 15 2018,,02:35 AM,TD-MI Inflation Gauge MoM,DEC,0.2%,
8012,8289,48.3%,,JP,Monday January 15 2018,,08:00 AM,Machine Tool Orders YoY,DEC,46.9%,
8013,8290,€26.3B,€22.4B,EA,Monday January 15 2018,€23.2B,12:00 PM,Balance of Trade,NOV,€18.9B,
8014,8291,-0.569%,,FR,Monday January 15 2018,,04:00 PM,3-Month BTF Auction,JAN/15,-0.571%,
8015,8292,-0.543%,,FR,Monday January 15 2018,,04:00 PM,12-Month BTF Auction,JAN/15,-0.557%,
8016,8293,-0.542%,,FR,Monday January 15 2018,,04:00 PM,6-Month BTF Auction,JAN/15,-0.560%,
8017,8294,,,GB,Monday January 15 2018,,08:15 PM,BoE Tenreyro Speech,,,
8018,8295,¥1.347T,¥1836.1B,JP,Friday January 12 2018,¥ 1.9T,01:50 AM,Current Account,NOV,¥2.176T,
8019,8296,¥-223.7B,,JP,Friday January 12 2018,¥ 161.1B,01:50 AM,Foreign Bond Investment,30/DEC,¥427.4B,Previous revised from ¥434.2B
8020,8297,¥173.0B,,JP,Friday January 12 2018,¥ 88.5B,01:50 AM,Foreign Bond Investment,06/JAN,¥-223.7B,
8021,8298,¥108.5B,,JP,Friday January 12 2018,¥ -36.8B,01:50 AM,Stock Investment by Foreigners,30/DEC,¥76.1B,Previous revised from ¥76.2B
8022,8299,¥597.9B,,JP,Friday January 12 2018,¥ -1.5B,01:50 AM,Stock Investment by Foreigners,06/JAN,¥108.5B,
8023,8300,2.5%,,JP,Friday January 12 2018,2.6%,01:50 AM,Bank Lending YoY,DEC,2.7%,
8024,8301,$54.69B,$37B,CN,Friday January 12 2018,$36B,05:00 AM,Balance of Trade,DEC,$40.21B,
8025,8302,10.9%,9.1%,CN,Friday January 12 2018,,05:00 AM,Exports YoY,DEC,12.3%,
8026,8303,4.5%,13%,CN,Friday January 12 2018,,05:00 AM,Imports YoY,DEC,17.7%,
8027,8304,53.9,55.2,JP,Friday January 12 2018,55.50,07:00 AM,Eco Watchers Survey Current,DEC,54.1,Previous revised from 55.1
8028,8305,52.7,53.5,JP,Friday January 12 2018,,07:00 AM,Eco Watchers Survey Outlook,DEC,53.8,
8029,8306,5.1%,,SG,Friday January 12 2018,0.50%,07:00 AM,Retail Sales MoM,NOV,1.5%,
8030,8307,5.3%,,SG,Friday January 12 2018,1.40%,07:00 AM,Retail Sales YoY,NOV,-0.2%,Previous revised from -0.1%
8031,8308,0.4%,0.4%,FR,Friday January 12 2018,0.4%,09:45 AM,Harmonised Inflation Rate MoM Final,DEC,0.1%,
8032,8309,1.2%,1.3%,FR,Friday January 12 2018,1.3%,09:45 AM,Harmonised Inflation Rate YoY Final,DEC,1.2%,
8033,8310,1.2%,1.2%,FR,Friday January 12 2018,1.2%,09:45 AM,Inflation Rate YoY Final,DEC,1.2%,
8034,8311,0.3%,0.3%,FR,Friday January 12 2018,0.3%,09:45 AM,Inflation Rate MoM Final,DEC,0.1%,
8035,8312,0%,0.1%,ES,Friday January 12 2018,0.1%,10:00 AM,Harmonised Inflation Rate MoM Final,DEC,0.3%,
8036,8313,1.2%,1.3%,ES,Friday January 12 2018,1.3%,10:00 AM,Harmonised Inflation Rate YoY Final,DEC,1.8%,
8037,8314,1.1%,1.2%,ES,Friday January 12 2018,1.2%,10:00 AM,Inflation Rate YoY Final,DEC,1.7%,
8038,8315,0%,0.1%,ES,Friday January 12 2018,0.1%,10:00 AM,Inflation Rate MoM Final,DEC,0.5%,
8039,8316,CNY 584.4B,CNY1000B,CN,Friday January 12 2018,CNY1000B,11:00 AM,New Yuan Loans,DEC,CNY1120B,
8040,8317,12.7%,13.1%,CN,Friday January 12 2018,,11:00 AM,Outstanding Loan Growth YoY,DEC,13.3%,
8041,8318,CNY 1140B,,CN,Friday January 12 2018,CNY 1200B,11:00 AM,Total Social Financing,DEC,CNY1600B,
8042,8319,8.2%,9.1%,CN,Friday January 12 2018,,11:00 AM,M2 Money Supply YoY,DEC,9.1%,
8043,8320,0.1%,,CN,Friday January 12 2018,,11:00 AM,Vehicle Sales YoY,DEC,0.7%,
8044,8321,2.2%,3.3%,IT,Friday January 12 2018,2.7%,11:00 AM,Industrial Production YoY,NOV,3%,Previous revised from 3.1%
8045,8322,0%,0.6%,IT,Friday January 12 2018,0.2%,11:00 AM,Industrial Production MoM,NOV,0.6%,Previous revised from 0.5%
8046,8323,1%,,GR,Friday January 12 2018,1.1%,12:00 PM,Harmonised Inflation Rate YoY,DEC,1.1%,
8047,8324,0.7%,,GR,Friday January 12 2018,1.1%,12:00 PM,Inflation Rate YoY,DEC,1.1%,
8048,8325,0.3%,0.2%,US,Friday January 12 2018,,03:30 PM,Core Inflation Rate MoM,DEC,0.1%,
8049,8326,1.8%,1.7%,US,Friday January 12 2018,1.8%,03:30 PM,Core Inflation Rate YoY,DEC,1.7%,
8050,8327,2.1%,2.1%,US,Friday January 12 2018,2.2%,03:30 PM,Inflation Rate YoY,DEC,2.2%,
8051,8328,0.1%,0.2%,US,Friday January 12 2018,0.3%,03:30 PM,Inflation Rate MoM,DEC,0.4%,
8052,8329,0.4%,0.4%,US,Friday January 12 2018,0.3%,03:30 PM,Retail Sales MoM,DEC,0.9%,Previous revised from 0.8%
8053,8330,5.4%,,US,Friday January 12 2018,5.6%,03:30 PM,Retail Sales YoY,DEC,6%,Previous revised from 5.8%
8054,8331,0.4%,0.4%,US,Friday January 12 2018,0.5%,03:30 PM,Retail Sales Ex Autos MoM,DEC,1.3%,Previous revised from 1%
8055,8332,0.4%,0.3%,US,Friday January 12 2018,0.2%,05:00 PM,Business Inventories MoM,NOV,0.0%,Previous revised from -0.1%
8056,8333,55.1,52.3,US,Friday January 12 2018,52.8,05:00 PM,IBD/TIPP Economic Optimism,JAN,51.9,
8057,8334,,,US,Friday January 12 2018,,07:00 PM,WASDE Report,,,
8058,8335,752,,US,Friday January 12 2018,746.55,08:00 PM,Baker Hughes Oil Rig Count,12/JAN,742,
8059,8336,,,JP,Thursday January 11 2018,-0.97%,01:30 AM,Household Spending YoY,NOV,,
8060,8337,1.2%,0.4%,AU,Thursday January 11 2018,0.3%,02:30 AM,Retail Sales MoM,NOV,0.5%,
8061,8338,"$1,264.3B",,JP,Thursday January 11 2018,$ 1260.2B,02:45 AM,Foreign Exchange Reserves,DEC,$1261.2B,
8062,8339,118.1,,JP,Thursday January 11 2018,116.9,07:00 AM,Coincident Index Prel,NOV,116.4,
8063,8340,108.6,108.9,JP,Thursday January 11 2018,107,07:00 AM,Leading Economic Index Prel,NOV,106.5,
8064,8341,4.2%,3.1%,ES,Thursday January 11 2018,3.4%,10:00 AM,Industrial Production YoY,NOV,4.4%,Previous revised from 4.1%
8065,8342,2.2%,2.4%,DE,Thursday January 11 2018,2.5%,11:00 AM,Full Year GDP Growth,2017,1.9%,
8066,8343,1.2%,,DE,Thursday January 11 2018,,11:00 AM,Government Budget,2017,0.8%,
8067,8344,1.1%,0.3%,IT,Thursday January 11 2018,0.6%,11:00 AM,Retail Sales MoM,NOV,-1.0%,
8068,8345,1.4%,,IT,Thursday January 11 2018,1.1%,11:00 AM,Retail Sales YoY,NOV,-2.3%,Previous revised from -2.1%
8069,8346,3.2%,3%,EA,Thursday January 11 2018,3.4%,12:00 PM,Industrial Production YoY,NOV,3.9%,Previous revised from 3.7%
8070,8347,1%,0.8%,EA,Thursday January 11 2018,0.4%,12:00 PM,Industrial Production MoM,NOV,0.4%,Previous revised from 0.2%
8071,8348,20.7%,,GR,Thursday January 11 2018,20.2%,12:00 PM,Unemployment Rate,OCT,20.8%,Previous revised from 20.5%
8072,8349,0.04%,,IT,Thursday January 11 2018,,12:45 PM,3-Year BTP Auction,,-0.02%,
8073,8350,1.35%,,IT,Thursday January 11 2018,,12:45 PM,7-Year BTP Auction,,1.21%,
8074,8351,,,EA,Thursday January 11 2018,,02:30 PM,ECB Monetary Policy Meeting Accounts,,,
8075,8352,0.1%,0.2%,CA,Thursday January 11 2018,0.2%,03:30 PM,New Housing Price Index MoM,NOV,0.1%,
8076,8353,3.4%,,CA,Thursday January 11 2018,3.4%,03:30 PM,New Housing Price Index YoY,NOV,3.5%,
8077,8354,1867K,1915K,US,Thursday January 11 2018,1933K,03:30 PM,Continuing Jobless Claims,30/DEC,1902K,Previous revised from 1914K
8078,8355,261K,246K,US,Thursday January 11 2018,247K,03:30 PM,Initial Jobless Claims,6/JAN,250K,
8079,8356,2.3%,2.5%,US,Thursday January 11 2018,,03:30 PM,Core PPI YoY,DEC,2.4%,
8080,8357,-0.1%,0.2%,US,Thursday January 11 2018,,03:30 PM,Core PPI MoM,DEC,0.3%,
8081,8358,-0.1%,0.2%,US,Thursday January 11 2018,0.3%,03:30 PM,PPI MoM,DEC,0.4%,
8082,8359,2.6%,3%,US,Thursday January 11 2018,3.1%,03:30 PM,PPI YoY,DEC,3.1%,
8083,8360,-359Bcf,-318Bcf,US,Thursday January 11 2018,-181.2Bcf,05:30 PM,EIA Natural Gas Stocks Change,05/JAN,-206Bcf,
8084,8361,2.867%,,US,Thursday January 11 2018,,08:00 PM,30-Year Bond Auction,,2.804%,
8085,8362,$-23B,$-40B,US,Thursday January 11 2018,$ -36B,09:00 PM,Monthly Budget Statement,DEC,$-139B,
8086,8363,,,US,Thursday January 11 2018,,10:30 PM,Fed Dudley Speech,,,
8087,8364,1.8%,1.9%,CN,Wednesday January 10 2018,1.80%,03:30 AM,Inflation Rate YoY,DEC,1.7%,
8088,8365,0.3%,0.4%,CN,Wednesday January 10 2018,0.3%,03:30 AM,Inflation Rate MoM,DEC,0.0%,
8089,8366,4.9%,4.8%,CN,Wednesday January 10 2018,4.9%,03:30 AM,PPI YoY,DEC,5.8%,
8090,8367,0.078%,,JP,Wednesday January 10 2018,,05:45 AM,10-Year JGB Auction,,0.059%,
8091,8368,-0.5%,-0.5%,FR,Wednesday January 10 2018,-0.7%,09:45 AM,Industrial Production MoM,NOV,1.7%,Previous revised from 1.9%
8092,8369,£-2.804B,,GB,Wednesday January 10 2018,£-2.2B,11:30 AM,Balance of Trade,NOV,£-2.270B,Previous revised from £-1.405B
8093,8370,0.4%,-1.1%,GB,Wednesday January 10 2018,-0.7%,11:30 AM,Construction Output YoY,NOV,1.3%,Previous revised from -0.2%
8094,8371,0.4%,0.3%,GB,Wednesday January 10 2018,0.4%,11:30 AM,Manufacturing Production MoM,NOV,0.3%,Previous revised from 0.1%
8095,8372,2.5%,1.8%,GB,Wednesday January 10 2018,2.4%,11:30 AM,Industrial Production YoY,NOV,4.3%,Previous revised from 3.6%
8096,8373,0.4%,0.3%,GB,Wednesday January 10 2018,0.5%,11:30 AM,Industrial Production MoM,NOV,0.2%,Previous revised from 0.0%
8097,8374,3.5%,2.8%,GB,Wednesday January 10 2018,3%,11:30 AM,Manufacturing Production YoY,NOV,4.7%,Previous revised from 3.9%
8098,8375,-0.420%,,IT,Wednesday January 10 2018,,12:45 PM,12-Month BOT Auction,,-0.407%,
8099,8376,0.54%,,DE,Wednesday January 10 2018,,01:00 PM,10-Year Bund Auction,,0.30%,
8100,8377,8.3%,,US,Wednesday January 10 2018,0.94%,02:00 PM,MBA Mortgage Applications,05/JAN,0.7%,
8101,8378,4.23%,,US,Wednesday January 10 2018,4.25%,02:00 PM,MBA 30-Year Mortgage Rate,05/JAN,4.25%,
8102,8379,0.6%,0.5%,GB,Wednesday January 10 2018,0.5%,02:05 PM,NIESR GDP Est (3M),DEC,0.5%,
8103,8380,-7.7%,-0.3%,CA,Wednesday January 10 2018,1%,03:30 PM,Building Permits MoM,NOV,4.4%,Previous revised from 3.5%
8104,8381,2.6%,,US,Wednesday January 10 2018,,03:30 PM,Export Prices YoY,DEC,3.1%,
8105,8382,-0.1%,0.3%,US,Wednesday January 10 2018,,03:30 PM,Export Prices MoM,DEC,0.5%,
8106,8383,3%,,US,Wednesday January 10 2018,,03:30 PM,Import Prices YoY,DEC,3.3%,Previous revised from 3.1%
8107,8384,0.1%,0.5%,US,Wednesday January 10 2018,,03:30 PM,Import Prices MoM,DEC,0.8%,Previous revised from 0.7%
8108,8385,0.8%,0.7%,US,Wednesday January 10 2018,0.6%,05:00 PM,Wholesale Inventories MoM,NOV,-0.4%,
8109,8386,-4.948M,-3.89M,US,Wednesday January 10 2018,-1.3M,05:30 PM,EIA Crude Oil Stocks Change,05/JAN,-7.419M,
8110,8387,4.135M,2.625M,US,Wednesday January 10 2018,1.6M,05:30 PM,EIA Gasoline Stocks Change,05/JAN,4.813M,
8111,8388,2.579%,,US,Wednesday January 10 2018,,08:00 PM,10-Year Note Auction,,2.384%,
8112,8389,,,EA,Wednesday January 10 2018,,,ECB Non-Monetary Policy Meeting,,,
8113,8390,0.9%,0.6%,JP,Tuesday January 09 2018,0.50%,02:00 AM,Average Cash Earnings YoY,NOV,0.2%,Previous revised from 0.6%
8114,8391,11.7%,-1%,AU,Tuesday January 09 2018,-1%,02:30 AM,Building Permits MoM,NOV,-0.1%,Previous revised from 0.9%
8115,8392,-2.3%,,AU,Tuesday January 09 2018,,02:30 AM,ANZ Job Advertisements MoM,DEC,1.1%,Previous revised from 1.5%
8116,8393,44.7,45.1,JP,Tuesday January 09 2018,45.4,07:00 AM,Consumer Confidence,DEC,44.9,
8117,8394,3.3%,3.1%,CH,Tuesday January 09 2018,3.2%,08:45 AM,Unemployment Rate,DEC,3.1%,
8118,8395,€23.7B,,DE,Tuesday January 09 2018,€21.5B,09:00 AM,Balance of Trade,NOV,€18.9B,
8119,8396,€22.3B,€20.9B,DE,Tuesday January 09 2018,,09:00 AM,Balance of Trade s.a,NOV,€19.9B,
8120,8397,4.1%,1.2%,DE,Tuesday January 09 2018,,09:00 AM,Exports MoM s.a,NOV,-0.4%,
8121,8398,2.3%,0.8%,DE,Tuesday January 09 2018,,09:00 AM,Imports MoM s.a,NOV,1.8%,
8122,8399,€25.4B,€25.5B,DE,Tuesday January 09 2018,€25.1B,09:00 AM,Current Account,NOV,€18.8B,Previous revised from €18.1B
8123,8400,3.4%,1.8%,DE,Tuesday January 09 2018,1.5%,09:00 AM,Industrial Production MoM,NOV,-1.2%,Previous revised from -1.4%
8124,8401,€-5.7B,€-4.7B,FR,Tuesday January 09 2018,€-4.8B,09:45 AM,Balance of Trade,NOV,€-5.3B,Previous revised from €-5.0B
8125,8402,€-3.3B,,FR,Tuesday January 09 2018,€-2.7B,09:45 AM,Current Account,NOV,€-2.6B,Previous revised from €-2.20B
8126,8403,CHF 744B,,CH,Tuesday January 09 2018,CHF 736.6B,10:00 AM,Foreign Exchange Reserves,DEC,CHF738B,
8127,8404,1.3%,,CH,Tuesday January 09 2018,0.9%,10:15 AM,Retail Sales MoM,NOV,-1.2%,Previous revised from -1.5%
8128,8405,-0.2%,-2.5%,CH,Tuesday January 09 2018,-0.7%,10:15 AM,Retail Sales YoY,NOV,-2.6%,Previous revised from -3.0%
8129,8406,11%,11%,IT,Tuesday January 09 2018,10.9%,11:00 AM,Unemployment Rate,NOV,11.1%,
8130,8407,8.7%,8.7%,EA,Tuesday January 09 2018,8.8%,12:00 PM,Unemployment Rate,NOV,8.8%,
8131,8408,0.8%,,GR,Tuesday January 09 2018,1.5%,12:00 PM,Industrial Production YoY,NOV,0.7%,Previous revised from 0.5%
8132,8409,2.6,,ES,Tuesday January 09 2018,2.1,12:30 PM,Business Confidence,DEC,3.2,Previous revised from 2.5
8133,8410,1.288%,,GB,Tuesday January 09 2018,,01:00 PM,10-Year Treasury Gilt Auction,,1.340%,
8134,8411,104.9,108.4,US,Tuesday January 09 2018,107.7,01:00 PM,NFIB Business Optimism Index,DEC,107.5,
8135,8412,217K,212.5K,CA,Tuesday January 09 2018,228K,03:15 PM,Housing Starts,DEC,251.7K,Previous revised from 252K
8136,8413,3.4%,,US,Tuesday January 09 2018,,03:55 PM,Redbook YoY,06/JAN,5%,
8137,8414,0.1%,,US,Tuesday January 09 2018,,03:55 PM,Redbook MoM,06/JAN,0.3%,
8138,8415,5.879M,6.038M,US,Tuesday January 09 2018,6M,05:00 PM,JOLTs Job Openings,NOV,5.925M,Previous revised from 5.996M
8139,8416,1.280%,,US,Tuesday January 09 2018,,06:30 PM,4-Week Bill Auction,,1.270%,
8140,8417,2.08%,,US,Tuesday January 09 2018,,08:00 PM,3-Year Note Auction,,1.932%,
8141,8418,-11.19M,-3.9M,US,Tuesday January 09 2018,-3.3M,11:30 PM,API Crude Oil Stock Change,5/JAN,-4.992M,
8142,8419,52.8,,AU,Monday January 08 2018,56,12:30 AM,AIG Construction Index,DEC,57.5,
8143,8420,-0.4%,0.1%,DE,Monday January 08 2018,-0.3%,09:00 AM,Factory Orders MoM,NOV,0.7%,Previous revised from 0.5%
8144,8421,€-392.4M,,AT,Monday January 08 2018,€-410M,10:00 AM,Balance of Trade,OCT,€-382.1M,Previous revised from €-267.1M
8145,8422,0.8%,0.8%,CH,Monday January 08 2018,0.9%,10:15 AM,Inflation Rate YoY,DEC,0.8%,
