rowid,kepoi_name,kepler_name,planet_result,planet_prediction,planet_confidence,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3986,K02485.02,Kepler-1254 c,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.60082855,1.725e-05,-1.725e-05,134.037,0.00355,-0.00355,0.395,0.064,-0.395,1.938,0.123,-0.123,296.3,19.5,-19.5,1.36,0.04,-0.09,927.0,,,174.45,24.19,-32.29,17.9,1.0,q1_q17_dr25_tce,4838.0,77.0,-77.0,4.524,0.063,-0.018000000000000002,0.796,0.027,-0.054,285.17334,48.770039000000004,15.311
3987,K04252.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,15.5714121,0.0001077,-0.0001077,136.58529,0.00567,-0.00567,0.312,0.139,-0.312,2.294,0.222,-0.222,173.5,17.2,-17.2,0.72,0.05,-0.04,399.0,,,5.98,1.27,-1.14,13.0,1.0,q1_q17_dr25_tce,3872.0,77.0,-84.0,4.7139999999999995,0.027000000000000003,-0.03,0.557,0.033,-0.033,287.36404,47.78521,13.977
3988,K02579.02,,CANDIDATE,CANDIDATE,0.98,0,0,0,0,3.59645081,3.644e-05,-3.644e-05,132.77209,0.00761,-0.00761,0.781,0.176,-0.545,2.661,0.213,-0.213,149.6,11.1,-11.1,1.66,0.29,-0.23,1327.0,,,732.82,323.35,-221.37,16.2,2.0,q1_q17_dr25_tce,5887.0,70.0,-79.0,4.292,0.12,-0.12,1.235,0.213,-0.175,293.98871,46.718021,15.147
3989,K04320.01,,CANDIDATE,CANDIDATE,0.554,0,0,0,0,20.6579443,0.0003509,-0.0003509,145.6348,0.0132,-0.0132,0.188,0.269,-0.188,8.798,0.405,-0.405,98.2,8.0,-8.0,1.27,0.23,-0.29,728.0,,,66.27,30.95,-29.23,14.1,1.0,q1_q17_dr25_tce,5468.0,81.0,-65.0,4.171,0.231,-0.11599999999999999,1.306,0.23,-0.306,290.49987999999996,40.287689,14.216
3990,K04321.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.760941405,4.138e-06,-4.138e-06,131.62978,0.00466,-0.00466,0.26,0.208,-0.26,1.773,0.152,-0.152,186.6,15.4,-15.4,1.18,0.27,-0.11,1817.0,,,2591.44,1712.4,-714.29,15.2,1.0,q1_q17_dr25_tce,5629.0,152.0,-169.0,4.553,0.038,-0.152,0.87,0.193,-0.083,296.47104,51.215221,15.855
3991,K07669.01,,FALSE POSITIVE,FALSE POSITIVE,0.409,1,0,0,0,137.665706,0.001825,-0.001825,240.44616000000002,0.00928,-0.00928,0.041,0.416,-0.041,3.732,0.266,-0.266,536.9,54.0,-54.0,15.41,1.06,-2.48,720.0,,,63.38,12.08,-21.59,11.7,1.0,q1_q17_dr25_tce,4832.0,50.0,-79.0,2.9530000000000003,0.03,-0.027000000000000003,6.897,0.475,-1.109,288.05292000000003,38.93792,13.199000000000002
3992,K04322.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,370.90237,0.0115,-0.0115,205.0559,0.0235,-0.0235,0.0566,0.4033,-0.0565,10.558,0.625,-0.625,545.8,46.8,-46.8,1.97,0.8,-0.15,238.0,,,0.76,0.91,-0.18,14.7,,,5835.0,159.0,-159.0,4.553999999999999,0.028999999999999998,-0.28600000000000003,0.847,0.342,-0.065,296.82007000000004,43.388020000000004,14.83
3993,K04322.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,321.55087,0.01461,-0.01461,241.849,0.027,-0.027,0.1608,0.2812,-0.1607,5.863,0.858,-0.858,397.0,58.2,-58.2,1.68,0.69,-0.12,250.0,,,0.92,1.1,-0.22,8.2,,,5835.0,159.0,-159.0,4.553999999999999,0.028999999999999998,-0.28600000000000003,0.847,0.342,-0.065,296.82007000000004,43.388020000000004,14.83
3994,K04387.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.54038914,1.498e-05,-1.498e-05,132.00494,0.0058,-0.0058,0.043,0.41,-0.043,1.683,0.217,-0.217,71.8,9.7,-9.7,0.84,0.24,-0.13,1638.0,,,1701.3,1418.98,-622.37,9.1,1.0,q1_q17_dr25_tce,5974.0,161.0,-179.0,4.422,0.10099999999999999,-0.188,0.989,0.281,-0.152,285.47534,38.099361,14.753
3995,K04388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,71.76236302,4.589e-05,-4.589e-05,170.09508200000002,0.000527,-0.000527,0.052,0.085,-0.036,29.435,0.0171,-0.0171,8591.9,8.2,-8.2,25.76,7.21,-15.63,665.0,,,46.35,39.26,-39.88,1134.3,1.0,q1_q17_dr25_tce,5529.0,168.0,-140.0,3.685,0.7120000000000001,-0.17800000000000002,2.817,0.789,-1.709,292.13428,46.202419,12.045
3996,K04389.01,,CANDIDATE,CANDIDATE,0.571,0,0,0,0,16.3368863,0.0001677,-0.0001677,132.20816000000002,0.00723,-0.00723,0.066,0.376,-0.066,3.597,0.197,-0.197,225.9,20.9,-20.9,1.27,0.34,-0.19,642.0,,,40.22,42.68,-18.18,12.1,1.0,q1_q17_dr25_tce,5410.0,334.0,-371.0,4.49,0.094,-0.175,0.859,0.235,-0.126,293.13097999999997,38.159679,15.05
3997,K04390.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.63668262,1.051e-05,-1.051e-05,131.64586,0.00541,-0.00541,1.22,7.189,-0.518,1.907,0.235,-0.235,921.7,88.6,-88.6,103.99,36.36,-48.47,2562.0,,,10160.3,10682.43,-7631.1,12.9,1.0,q1_q17_dr25_tce,5234.0,158.0,-174.0,3.4360000000000004,0.402,-0.23399999999999999,3.739,1.307,-1.743,300.92484,44.24968,16.494
3998,K02744.02,,CANDIDATE,CANDIDATE,0.579,0,0,0,0,11.615625,0.0001528,-0.0001528,131.96843,0.00823,-0.00823,0.977,0.007,-0.705,2.233,0.362,-0.362,191.2,28.0,-28.0,2.84,0.43,-1.0,905.0,,,158.69,65.4,-95.39,8.8,2.0,q1_q17_dr25_tce,5332.0,88.0,-72.0,4.083,0.368,-0.092,1.453,0.218,-0.51,293.52756,41.111439000000004,15.162
3999,K02365.02,Kepler-430 c,CONFIRMED,CANDIDATE,0.947,0,0,0,0,110.978266,0.003333,-0.003333,147.0226,0.0188,-0.0188,0.074,0.382,-0.074,11.312,0.65,-0.65,150.2,12.0,-12.0,1.86,0.31,-0.38,463.0,,,10.84,4.75,-4.34,14.0,2.0,q1_q17_dr25_tce,5883.0,79.0,-79.0,4.149,0.17600000000000002,-0.095,1.529,0.256,-0.313,292.80865,49.579440999999996,13.847999999999999
4000,K04183.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,0.9523784540000001,5.951e-06,-5.951e-06,131.85998999999998,0.00501,-0.00501,0.996,0.057,-0.683,3.892,0.36,-0.36,43.8,3.0,-3.0,1.46,0.43,-0.25,2528.0,,,9651.76,8362.08,-3967.61,17.4,3.0,q1_q17_dr25_tce,6963.0,192.0,-264.0,4.25,0.124,-0.18600000000000003,1.375,0.404,-0.235,290.70651000000004,48.226559,13.540999999999999
4001,K04184.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,6.08003714,1.668e-05,-1.668e-05,136.88262,0.00228,-0.00228,0.254,0.196,-0.254,1.308,0.0835,-0.0835,184.0,12.4,-12.4,1.07,0.09,-0.12,808.0,,,100.72,32.86,-29.28,17.7,1.0,q1_q17_dr25_tce,4991.0,149.0,-134.0,4.513,0.08199999999999999,-0.06,0.804,0.069,-0.089,281.89813,42.28587,13.472999999999999
4002,K04185.01,,CANDIDATE,CANDIDATE,0.992,0,0,0,0,3.035206175,5.17e-06,-5.17e-06,132.3291,0.00134,-0.00134,0.965,0.006,-0.683,0.6182,0.0834,-0.0834,696.9,43.9,-43.9,3.59,0.8,-0.37,1143.0,,,403.53,275.65,-115.9,19.1,1.0,q1_q17_dr25_tce,5505.0,164.0,-164.0,4.503,0.063,-0.158,0.873,0.195,-0.09,282.33563,42.84544,15.556
4003,K04186.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.21316437,1.386e-05,-1.386e-05,132.71281000000002,0.00581,-0.00581,0.672,0.033,-0.509,3.874,0.189,-0.189,116.1,5.1,-5.1,0.95,0.18,-0.12,1374.0,,,841.98,506.58,-269.4,27.9,1.0,q1_q17_dr25_tce,5921.0,178.0,-160.0,4.465,0.135,-0.149,0.83,0.16,-0.107,292.96982,45.905578999999996,14.4
4004,K04253.01,,CANDIDATE,CANDIDATE,,0,0,0,0,173.2578372,0.0008167,-0.0008167,194.4584,0.00392,-0.00392,1.9038,0.0241,-0.7369,2.027,0.266,-0.266,687.0,70.1,-70.1,117.29,72.68,-13.22,376.0,,,4.73,8.87,-1.51,13.5,1.0,q1_q17_dr24_tce,6392.0,147.0,-228.0,4.399,0.057,-0.35100000000000003,1.162,0.72,-0.131,283.72552,45.676849,14.200999999999999
4005,K04254.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,0.530967987,1.921e-06,-1.921e-06,131.72336,0.0035,-0.0035,0.093,0.387,-0.093,1.812,0.107,-0.107,26.9,1.3,-1.3,1.08,0.31,-0.2,4196.0,,,73103.16,61299.22,-33623.61,24.1,1.0,q1_q17_dr25_tce,8473.0,237.0,-407.0,4.123,0.11199999999999999,-0.168,2.052,0.581,-0.388,288.85028,44.596939,12.717
4006,K04255.01,Kepler-1577 b,CONFIRMED,CANDIDATE,0.974,0,0,0,0,6.30558387,6.536e-05,-6.536e-05,131.53058000000001,0.00939,-0.00939,0.601,0.359,-0.383,2.619,0.276,-0.276,193.1,24.2,-24.2,2.52,1.36,-1.36,1125.0,,,378.9,631.53,-306.81,9.5,1.0,q1_q17_dr25_tce,4934.0,148.0,-133.0,3.927,0.6579999999999999,-0.282,1.756,0.947,-0.947,292.95526,47.573101,15.056
4007,K04257.01,,CANDIDATE,CANDIDATE,0.7,0,0,0,0,41.6757509,0.0005993,-0.0005993,169.791,0.0117,-0.0117,0.256,0.181,-0.256,10.848,0.336,-0.336,142.0,7.1,-7.1,2.1,0.51,-0.95,690.0,,,53.72,38.64,-39.24,22.6,1.0,q1_q17_dr25_tce,5745.0,156.0,-156.0,3.957,0.465,-0.155,1.763,0.428,-0.796,295.1333,43.631432000000004,13.34
4008,K04324.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,8.4803326,0.0001724,-0.0001724,135.8598,0.0183,-0.0183,0.556,0.412,-0.34,5.918,0.558,-0.558,35.6,3.9,-3.9,1.35,0.26,-0.46,1390.0,,,882.07,527.66,-540.43,11.0,1.0,q1_q17_dr25_tce,6245.0,172.0,-191.0,3.826,0.308,-0.10300000000000001,2.179,0.43,-0.736,298.82495,46.713531,12.797
4009,K04325.01,,CANDIDATE,CANDIDATE,0.868,0,0,0,0,0.609926502,2.4369999999999997e-06,-2.4369999999999997e-06,131.80347,0.00309,-0.00309,0.24,0.218,-0.24,1.2529,0.0969,-0.0969,133.8,10.5,-10.5,1.12,0.37,-0.12,2141.0,,,4990.14,4831.82,-1553.05,15.3,1.0,q1_q17_dr25_tce,5936.0,176.0,-211.0,4.501,0.039,-0.221,0.965,0.312,-0.104,290.39172,43.440338,15.682
4010,K04326.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.750744255,9.95e-07,-9.95e-07,132.18261,0.00132,-0.00132,1.154,0.633,-0.09,1.7921,0.0555,-0.0555,170.6,4.1,-4.1,17.07,5.56,-1.48,2074.0,,,4387.1,4198.22,-1150.86,50.4,2.0,q1_q17_dr25_tce,6187.0,169.0,-188.0,4.499,0.040999999999999995,-0.23,0.937,0.305,-0.081,293.80884,48.36562,13.940999999999999
4011,K04327.01,Kepler-1589 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,0.9916596459999999,7.946e-06,-7.946e-06,131.53686000000002,0.00487,-0.00487,0.765,0.196,-0.531,2.215,0.183,-0.183,77.3,6.8,-6.8,1.19,0.2,-0.13,2102.0,,,4614.18,1950.29,-1169.03,13.5,1.0,q1_q17_dr25_tce,6117.0,73.0,-92.0,4.315,0.084,-0.126,1.244,0.205,-0.136,294.4418,40.571678000000006,14.978
4012,K04391.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,49.4746966,0.0009815,-0.0009815,166.142,0.0171,-0.0171,0.491,0.476,-0.278,10.46,0.525,-0.525,291.0,19.2,-19.2,1.62,0.46,-0.2,498.0,,,14.5,12.16,-4.63,17.2,1.0,q1_q17_dr25_tce,5952.0,161.0,-179.0,4.475,0.067,-0.18899999999999997,0.928,0.265,-0.114,290.39505,41.78157,14.955
4013,K04392.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,118.609553,0.007173,-0.007173,172.0788,0.0421,-0.0421,0.993,0.021,-0.703,22.74,1.7,-1.7,380.9,30.5,-30.5,2.86,0.26,-0.28,299.0,,,1.88,0.64,-0.53,13.1,1.0,q1_q17_dr25_tce,5017.0,151.0,-151.0,4.531000000000001,0.066,-0.054000000000000006,0.792,0.072,-0.079,297.83713,42.079369,15.133
4014,K04393.01,,CANDIDATE,CANDIDATE,0.936,0,0,0,0,1.62888267,9.375e-06,-9.375e-06,132.33899,0.00392,-0.00392,0.147,0.31,-0.147,1.72,0.124,-0.124,130.9,12.2,-12.2,0.92,0.19,-0.08,1327.0,,,733.67,485.2,-187.7,12.5,1.0,q1_q17_dr25_tce,5398.0,177.0,-160.0,4.571000000000001,0.034,-0.136,0.811,0.169,-0.068,299.27657999999997,44.291981,15.295
4015,K04394.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.616386349,1.1040000000000001e-06,-1.1040000000000001e-06,131.64315,0.00138,-0.00138,0.226,0.23,-0.226,0.8136,0.0593,-0.0593,79.4,4.4,-4.4,2.94,0.64,-1.18,3552.0,,,37463.63,24935.48,-25895.29,21.9,1.0,q1_q17_dr25_tce,5665.0,170.0,-204.0,3.58,0.33799999999999997,-0.135,3.266,0.707,-1.313,299.41986,47.562832,12.985
4016,K04395.01,,CANDIDATE,CANDIDATE,0.528,0,0,0,0,1.9200625869999999,8.516e-06,-8.516e-06,131.72678,0.00363,-0.00363,0.387,0.057,-0.387,1.437,0.129,-0.129,226.8,20.5,-20.5,1.12,0.16,-0.09,1189.0,,,471.84,217.13,-114.6,12.6,1.0,q1_q17_dr25_tce,5266.0,158.0,-142.0,4.611000000000001,0.036000000000000004,-0.09,0.741,0.103,-0.06,287.84,38.255489000000004,15.686
4017,K04396.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,88.91323139,,,145.6230854,,,,,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,291.36188,49.02198,12.981
4018,K04187.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,7.07162308,4.643e-05,-4.643e-05,136.46253000000002,0.00578,-0.00578,0.331,0.151,-0.331,2.587,0.179,-0.179,123.0,8.7,-8.7,1.42,0.39,-0.32,1162.0,,,431.05,355.8,-208.11,16.9,1.0,q1_q17_dr25_tce,6313.0,176.0,-220.0,4.24,0.19,-0.171,1.259,0.351,-0.287,293.29227000000003,38.2118,13.722000000000001
4019,K04188.01,,CANDIDATE,CANDIDATE,0.992,0,0,0,0,6.96352699,3.846e-05,-3.846e-05,133.01717,0.00435,-0.00435,0.09,0.365,-0.09,3.192,0.131,-0.131,68.1,4.5,-4.5,1.4,0.34,-0.59,1298.0,,,669.78,513.56,-473.35,17.4,1.0,q1_q17_dr25_tce,6040.0,201.0,-201.0,3.978,0.45799999999999996,-0.153,1.686,0.413,-0.709,296.10406,42.34259,13.128
4020,K04189.01,Kepler-1562 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,64.2729088,0.0009417,-0.0009417,186.7353,0.0103,-0.0103,0.908,0.009,-0.654,12.136,0.607,-0.607,1213.9,50.7,-50.7,5.38,1.76,-0.94,554.0,,,22.31,21.51,-9.34,27.4,1.0,q1_q17_dr25_tce,6341.0,177.0,-243.0,4.2780000000000005,0.132,-0.198,1.299,0.424,-0.228,294.45569,46.743561,15.589
4021,K04190.01,Kepler-1563 b,CONFIRMED,CANDIDATE,0.931,0,0,0,0,3.4327371,2.772e-05,-2.772e-05,132.92055,0.00703,-0.00703,0.703,0.255,-0.506,4.001,0.2,-0.2,63.2,4.7,-4.7,0.75,0.22,-0.07,1134.0,,,390.57,329.66,-102.03,15.3,1.0,q1_q17_dr25_tce,5757.0,138.0,-156.0,4.5360000000000005,0.036000000000000004,-0.204,0.881,0.26,-0.081,288.57358,51.472752,13.583
4022,K04191.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,13.8452726,0.0001489,-0.0001489,136.9596,0.00937,-0.00937,0.566,0.395,-0.346,2.555,0.314,-0.314,93.2,11.8,-11.8,2.34,0.48,-0.78,1276.0,,,626.93,384.26,-382.32,10.4,1.0,q1_q17_dr25_tce,6845.0,184.0,-225.0,3.89,0.266,-0.114,2.324,0.475,-0.772,292.47888,38.657921,12.632
4023,K04258.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.566801617,3.215e-06,-3.215e-06,131.80435,0.00493,-0.00493,0.565,0.074,-0.442,2.75,0.171,-0.171,24.9,1.2,-1.2,0.88,0.19,-0.24,3018.0,,,19598.53,12917.01,-10362.1,26.4,1.0,q1_q17_dr25_tce,6287.0,169.0,-188.0,4.064,0.228,-0.12300000000000001,1.693,0.375,-0.458,291.21338,42.625599,12.527999999999999
4024,K04259.01,,CANDIDATE,CANDIDATE,0.885,0,0,0,0,0.909127736,4.0519999999999995e-06,-4.0519999999999995e-06,132.40471000000002,0.00351,-0.00351,0.098,0.36,-0.098,1.431,0.119,-0.119,98.7,8.7,-8.7,0.98,0.26,-0.17,1818.0,,,2566.87,2113.64,-995.71,13.9,1.0,q1_q17_dr25_tce,5486.0,164.0,-164.0,4.388999999999999,0.149,-0.182,0.996,0.272,-0.168,290.01245,41.089989,15.195
4025,K04260.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,371.63327,0.02201,-0.02201,296.9495,0.0244,-0.0244,0.8185,0.1421,-0.5779,14.92,1.1,-1.1,107.0,10.1,-10.1,1.83,0.11,-0.08,316.0,,,2.36,0.39,-0.29,15.2,,,5802.0,60.0,-60.0,4.073,0.012,-0.012,1.59,0.09,-0.07,286.39583999999996,43.075821000000005,11.443
4026,K04261.01,Kepler-1578 b,CONFIRMED,CANDIDATE,0.741,0,0,0,0,1.450889836,6.484e-06,-6.484e-06,132.2306,0.00325,-0.00325,0.333,0.116,-0.333,1.753,0.115,-0.115,135.7,10.0,-10.0,1.21,0.38,-0.17,1700.0,,,1970.75,1882.23,-690.32,15.7,1.0,q1_q17_dr25_tce,6046.0,189.0,-210.0,4.423,0.087,-0.203,1.023,0.322,-0.138,288.302,47.775551,15.369000000000002
4027,K02485.03,Kepler-1254 d,CONFIRMED,CANDIDATE,0.994,0,0,0,0,5.72716067,3.048e-05,-3.048e-05,133.96409,0.00414,-0.00414,0.447,0.044,-0.431,2.23,0.135,-0.135,310.9,21.9,-21.9,1.4,0.05,-0.09,794.0,,,93.96,13.04,-17.39,16.0,3.0,q1_q17_dr25_tce,4838.0,77.0,-77.0,4.524,0.063,-0.018000000000000002,0.796,0.027,-0.054,285.17334,48.770039000000004,15.311
4028,K04328.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,407.59415,0.02481,-0.02481,273.5955,0.0325,-0.0325,0.0274,0.4225,-0.0271,7.3,1.1,-1.1,462.4,77.5,-77.5,2.11,0.75,-0.3,266.0,,,1.18,1.27,-0.41,7.7,,,6198.0,183.0,-189.0,4.402,0.114,-0.256,0.974,0.348,-0.136,291.69104,38.61499,14.854000000000001
4029,K02579.03,,CANDIDATE,CANDIDATE,0.939,0,0,0,0,10.30148508,9.385e-05,-9.385e-05,134.88185,0.00803,-0.00803,0.445,0.008,-0.444,3.903,0.206,-0.206,162.7,13.9,-13.9,1.6,0.27,-0.23,934.0,,,180.14,79.49,-54.41,12.6,3.0,q1_q17_dr25_tce,5887.0,70.0,-79.0,4.292,0.12,-0.12,1.235,0.213,-0.175,293.98871,46.718021,15.147
4030,K04329.01,,CANDIDATE,CANDIDATE,0.914,0,0,0,0,17.8007815,0.0002524,-0.0002524,134.3839,0.0104,-0.0104,0.928,0.001,-0.718,6.547,0.251,-0.251,44.5,3.6,-3.6,1.02,0.17,-0.1,816.0,,,105.04,47.61,-26.28,14.2,1.0,q1_q17_dr25_tce,6240.0,111.0,-136.0,4.3260000000000005,0.063,-0.11699999999999999,1.252,0.205,-0.119,289.01178,51.376019,12.017999999999999
4031,K04330.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,358.101884,0.007266,-0.007266,425.6837,0.0109,-0.0109,0.5804,0.0392,-0.4636,6.393,0.39,-0.39,114.0,12.3,-12.3,0.95,0.41,-0.09,242.0,,,0.81,1.04,-0.2,12.8,,,5786.0,148.0,-142.0,4.526,0.040999999999999995,-0.295,0.856,0.374,-0.075,295.07507000000004,44.382992,11.677999999999999
4032,K04331.01,,CANDIDATE,CANDIDATE,0.907,0,0,0,0,1.7178598409999999,8.526000000000001e-06,-8.526000000000001e-06,132.92612,0.00434,-0.00434,0.35,0.104,-0.35,0.908,0.148,-0.148,66.3,9.0,-9.0,1.45,0.43,-0.47,2212.0,,,5645.85,4932.26,-3445.68,9.5,1.0,q1_q17_dr25_tce,6694.0,188.0,-259.0,4.084,0.252,-0.168,1.732,0.511,-0.562,290.81366,40.254875,13.228
4033,K04396.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,46.0771501,,,143.6839655,,,,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,291.36188,49.02198,12.981
4034,K04396.03,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,42.62423329,,,156.1855401,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,291.36188,49.02198,12.981
4035,K04397.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.447861451,8.690000000000001e-07,-8.690000000000001e-07,131.9752,0.00159,-0.00159,0.427,0.057,-0.404,0.8541,0.0711,-0.0711,265.4,18.5,-18.5,1.42,0.37,-0.13,2263.0,,,6221.08,4746.68,-1685.53,20.3,1.0,q1_q17_dr25_tce,5901.0,158.0,-175.0,4.553,0.044000000000000004,-0.187,0.848,0.22,-0.079,294.48499,38.352859,15.497
4036,K04398.01,,CANDIDATE,CANDIDATE,0.979,0,0,0,0,7.3422467,5.537e-05,-5.537e-05,131.55382,0.00642,-0.00642,0.253,0.201,-0.253,2.029,0.192,-0.192,366.8,37.3,-37.3,1.6,0.34,-0.14,837.0,,,115.93,75.95,-32.5,11.8,1.0,q1_q17_dr25_tce,5573.0,174.0,-194.0,4.562,0.036000000000000004,-0.14400000000000002,0.839,0.176,-0.075,295.21127,41.086971000000005,15.485999999999999
4037,K00647.02,,CANDIDATE,CANDIDATE,0.935,0,0,0,0,8.1134681,0.0001629,-0.0001629,132.8253,0.0184,-0.0184,0.454,0.519,-0.251,4.961,0.818,-0.818,40.5,5.8,-5.8,0.92,0.13,-0.2,1127.0,,,381.27,161.95,-162.8,10.5,2.0,q1_q17_dr25_tce,6011.0,108.0,-132.0,4.123,0.195,-0.105,1.409,0.214,-0.294,291.19507000000004,40.702702,13.55
4038,K02842.03,Kepler-446 c,CONFIRMED,CANDIDATE,0.947,0,0,0,0,3.0362087389999997,7.243e-06,-7.243e-06,134.06146,0.00265,-0.00265,0.111,0.328,-0.111,0.9324,0.0522,-0.0522,1820.5,87.7,-87.7,1.4,0.17,-0.15,520.0,,,17.31,6.27,-4.44,26.0,2.0,q1_q17_dr25_tce,3464.0,69.0,-55.0,4.923,0.044000000000000004,-0.044000000000000004,0.328,0.04,-0.036,282.25021,44.921108000000004,16.257
4039,K04192.01,Kepler-1564 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,18.0541469,0.0001484,-0.0001484,147.7943,0.00731,-0.00731,0.175,0.285,-0.175,4.587,0.171,-0.171,283.1,16.2,-16.2,1.51,0.18,-0.09,635.0,,,38.57,12.86,-6.29,19.3,1.0,q1_q17_dr25_tce,5505.0,74.0,-82.0,4.501,0.038,-0.105,0.909,0.113,-0.052,290.58612,46.642689000000004,15.004000000000001
4040,K02420.02,,CANDIDATE,CANDIDATE,0.991,0,0,0,0,5.4675514,6.16e-05,-6.16e-05,133.42478,0.00863,-0.00863,0.27,0.19,-0.27,3.283,0.256,-0.256,87.2,9.6,-9.6,1.07,0.15,-0.17,1078.0,,,319.36,124.31,-105.87,10.4,2.0,q1_q17_dr25_tce,5557.0,83.0,-75.0,4.288,0.162,-0.10800000000000001,1.151,0.166,-0.184,288.58835,42.605659,14.745999999999999
4041,K07689.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.01530474,1.23e-07,-1.23e-07,131.517946,0.000101,-0.000101,1.245,0.013,-0.011,8.7622,0.0145,-0.0145,16445.0,12.6,-12.6,64.77,11.38,-8.28,2324.0,,,6918.45,3068.04,-1921.72,1823.0,1.0,q1_q17_dr25_tce,6428.0,70.0,-83.0,4.226,0.099,-0.121,1.44,0.253,-0.184,295.88568,39.31599,13.647
4042,K04193.01,,CANDIDATE,CANDIDATE,0.84,0,0,0,0,94.180473,0.001413,-0.001413,200.2662,0.0128,-0.0128,0.955,0.027,-0.658,7.345,0.478,-0.478,1104.4,77.9,-77.9,4.17,1.55,-0.27,478.0,,,12.34,13.14,-3.11,15.6,1.0,q1_q17_dr25_tce,6997.0,167.0,-263.0,4.475,0.026000000000000002,-0.23399999999999999,1.0,0.371,-0.066,293.20139,45.454399,14.847999999999999
4043,K04194.01,Kepler-1565 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,1.538185321,7.011e-06,-7.011e-06,132.49067,0.00402,-0.00402,0.7,0.258,-0.482,1.683,0.101,-0.101,277.2,21.0,-21.0,1.29,0.17,-0.12,1234.0,,,547.92,264.07,-156.05,15.2,1.0,q1_q17_dr25_tce,5107.0,184.0,-184.0,4.615,0.033,-0.077,0.723,0.097,-0.065,297.95297,40.806808000000004,15.329
4044,K04195.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.332567643,8.635e-06,-8.635e-06,132.04299,0.00609,-0.00609,0.642,0.287,-0.412,4.284,0.184,-0.184,56.7,2.9,-2.9,0.62,0.14,-0.04,1482.0,,,1143.87,729.32,-269.86,24.0,1.0,q1_q17_dr25_tce,5687.0,152.0,-152.0,4.582,0.036000000000000004,-0.14400000000000002,0.79,0.169,-0.061,295.22089,46.823879,14.15
4045,K04262.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.089076495,6.432999999999999e-06,-6.432999999999999e-06,132.02703,0.00507,-0.00507,0.597,0.375,-0.377,2.274,0.165,-0.165,43.7,3.6,-3.6,0.75,0.23,-0.09,2016.0,,,3923.24,3472.78,-1184.76,15.3,1.0,q1_q17_dr25_tce,6444.0,145.0,-193.0,4.416,0.067,-0.20199999999999999,1.079,0.338,-0.121,288.09009,46.322948,13.937999999999999
