ADDRESS,RV
"68, Front Street East, Bedlington, Northumberland, NE22 5AB",2900
"125, Ashington Drive, Choppington, Northumberland, NE62 5AF",3600
"Community Centre, Bothal Cottages, Ashington, Northumberland, NE63 8NS",740
"Unit 4, Network Business Centre, Wansbeck Business Centre, Rotary Parkway, Ashington, NE63 8QZ",8400
"126, Milburn Road, Ashington, Northumberland, NE63 0PQ",6500
"A1 Dismantlers, _, West Sleekburn Industrial Est, West Sleekburn,  Bedlington, Northumberland, NE22 7DJ",7300
"97, Woodhorn Road, Ashington, Northumberland, NE63 9EX",5600
"14, High Street, Guide Post, Choppington, Northumberland, NE62 5QY",5300
"14a-14b, Armstrong Court, North Seaton Industrial Estate, Ashington, Northumberland, NE63 0YB",13750
"Former Falstone Mine, Falstone, Hexham, Northumberland, NE48 1AA",3800
"Site 3b, Dukes Way, Low Prudhoe, Prudhoe, Northumberland, NE42 6PQ",15000
"Meadows Day Nursery, Naferton Farmhouse, Nafferton, Stocksfield, Northumberland, NE43 7XD",8200
"Springboard Sunderland Trust, Dovespool, Allenheads, Hexham, Northumberland, NE47 9HQ",4700
"Agriculture House, Argyle Terrace, Hexham, Northumberland, NE46 1QB",8300
"Ambulance Station, Foundry Yard, Bellingham, Hexham, Northumberland, NE48 2DA",9900
"K Bullock, Boat Road, Bellingham, Hexham, Northumberland, NE48 2AP",1100
"Causeway House, Bardon Mill, Hexham, Northumberland, NE47 7JW",4000
"Appletree Cottage, Ovington Hall Farm, Ovington, Prudhoe, Northumberland, NE42 6ED",3200
"23f, Haugh Lane Industrial Estate, Haugh Lane, Hexham, Northumberland, NE46 3PU",5400
"Bluebell Cottage, 36, Hill Street, Corbridge, Northumberland, NE45 5AA",2000
"Broadgates House, Broadgates, Hexham, Northumberland, NE46 1QN",6800
"The Garage, Park Road, Haltwhistle, Northumberland, NE49 9LD",5100
"Ovington Social Club, Ovington, Prudhoe, Northumberland, NE42 6DE",3500
"Ovington Social Club, Ovington, Prudhoe, Northumberland, NE42 6DE",3500
"The Adderlane Surgery, Adderlane Road, West Wylam, Prudhoe, Northumberland, NE42 5HR",9100
"Springwell Cottage, Bardon Mill, Hexham, Northumberland, NE47 5NA",3750
"Unit 6, Ochrelands, Hexham, Northumberland, NE46 1SB",1500
"Wylam Pharmacy, Main Road, Wylam, Northumberland, NE41 8AB",8200
"Unit 2, Graves Yard, Hencotes, Hexham, Northumberland, NE46 2ER",8400
"Linnbank Boarding Kennels, Bingfield Combe, Hallington, Newcastle Upon Tyne, NE19 2LQ",4700
"Old Repeater Station, Military Road, Haydon Bridge, Hexham, Northumberland, NE47 6NQ",3650
"42, Hill Street, Corbridge, Northumberland, NE45 5AA",6600
"48, Priestpopple, Hexham, Northumberland, NE46 1PQ",12500
"Adj Prudhoe United Services Club R/O, Front Street, Prudhoe, Northumberland, NE42 5HJ",2500
"Prudhoe United Services Club R/O, Front Street, Prudhoe, Northumberland, NE42 5HJ",11500
"Mr Tweddle, Hadrian Enterprise Park, Haltwhistle, Northumberland, NE49 0HF",3050
"N Dickinson, Hadrian Enterprise Park, Haltwhistle, Northumberland, NE49 0HF",6000
"Bishops Court, Main Street, Corbridge, Northumberland, NE45 5LA",9700
"The Old School, Falstone, Hexham, Northumberland, NE48 1AA",3100
"Black Cock Inn, Falstone, Hexham, Northumberland, NE48 1AA",3600
"Black Cock Inn, Falstone, Hexham, Northumberland, NE48 1AA",3600
"Joiners Shop, Bywell, Stocksfield, NE43 7AE",9400
"The Old Methodist Chapel Holiday Cottage, Pennine Road, Halton-Lea-Gate, Brampton, CA8 7LB",4400
"Roses Bower Lodge Holiday Cottage, Wark, Hexham, Northumberland, NE48 3DX",3200
"Aydon Castle, Corbridge, Northumberland, NE45 5PJ",1000
"Aydon Castle, Corbridge, Northumberland, NE45 5PJ",1000
"_, Margarets, 78 Front Street East, Bedlington, Northumberland, NE22 5AB",3500
"82, Front Street East, Bedlington, Northumberland, NE22 5AB",6400
"84, Front Street East, Bedlington, Northumberland, NE22 5AB",4050
"Cadet Centre (Acf), Hirst Head, Bedlington, Northumberland, NE22 5QH",1425
"11, Laburnum Terrace, Ashington, Northumberland, NE63 0XX",8900
"Cadet Centre (Acf), Morpeth Road, Guide Post, Choppington, Northumberland, NE62 5PY",1425
"Cadet Centre (Acf), Morpeth Road, Guide Post, Choppington, Northumberland, NE62 5PY",1425
"96, Front Street East, Bedlington, Northumberland, NE22 5AE",4800
"15, Laburnum Terrace, Ashington, Northumberland, NE63 0XX",9000
"Cadet Centre (Atc), Waverley Drive, Bedlington, Northumberland, NE22 5HD",1200
"Cadet Centre (Atc), Waverley Drive, Bedlington, Northumberland, NE22 5HD",1200
"_, Northumberland Arms, Front Street East, Bedlington, Northumberland, NE22 5AE",10700
"R/0, 1, Front Street West, Bedlington, Northumberland, NE22 5TZ",4350
"7, Front Street West, Bedlington, Northumberland, NE22 5TZ",8700
"Cadet Centre (Acf), Cleveland Avenue, Newbiggin By The Sea, Northumberland, NE64 6RG",1750
"Cadet Centre (Acf), Cleveland Avenue, Newbiggin By The Sea, Northumberland, NE64 6RG",1750
"24, Front Street West, Bedlington, Northumberland, NE22 5UB",2100
"24, Front Street West, Bedlington, Northumberland, NE22 5UB",2100
"3, Lintonville Terrace, Ashington, Northumberland, NE63 9UN",6400
"4, Bellway House, Woodhorn Road, Ashington, Northumberland, NE63 0AE",7400
"8, Waterside Court, North Seaton, Ashington, NE63 0YG",5600
"49, Front Street, Newbiggin-By-The-Sea, Northumberland, NE64 6NJ",2800
"199, Alexandra Road, Ashington, Northumberland, NE63 9LA",3950
"6, Waterside Court, North Seaton, Ashington, NE63 0YG",5800
"Offices, 25b, High Market, Ashington, Northumberland, NE63 8NE",5000
"81-83, Leander Avenue, Choppington, Northumberland, NE62 5BG",7000
"Dunroamin, Dereham Terrace, Stakeford, Choppington, Northumberland, NE62 5UR",10500
"Unit 15, Stephenson Court, Barrington Industrial Estate, Bedlington, Northumberland, NE22 7DQ",8500
"The Lounge, 7a, Netherton Lane, Netherton, Bedlington, Northumberland, NE22 6DP",4000
"92, Front Street, Newbiggin By The Sea, Northumberland, NE64 6AA",2500
"22, Front Street West, Bedlington, Northumberland, NE22 5UB",4450
"Unit 6, Sleekburn Business Centre, West Sleekburn, Bedlington, Northumberland, NE22 7DD",10750
"Unit 7, Sleekburn Business Centre, West Sleekburn, Bedlington, Northumberland, NE22 7DD",19250
"Unit 7, Sleekburn Business Centre, West Sleekburn, Bedlington, Northumberland, NE22 7DD",19250
"Thomas Bewick Campus, Moorhouse Lane, Ashington, Northumberland, NE63 9LR",46250
"James Knott Campus, Norham Road, Ashington, Northumberland, NE63 0LF",41500
"1c, Hawthorn Road, Ashington, Northumberland, NE63 0SN",4300
"6a, Hencotes, Hexham, Northumberland, NE46 2EJ",4100
"Corstopitum Social Club, St Helens Street, Corbridge, Northumberland, NE45 5BE",4300
"Fine House Farm, Kiln Pit Hill, Consett, Co Durham, DH8 9SL",7300
"Hexham House Grounds, Hexham House, Gilesgate, Hexham, Northumberland, NE46 3NH",1550
"Shawwell House, Stagshaw Road, Corbridge, Northumberland, NE45 5PE",3150
"Site 5, Cricket Field, Broomhaugh, Riding Mill, Northumberland, NE44 6EG",2000
"St Marys R C Aided First School, Hencotes, Hexham, Northumberland, NE46 2EE",24000
"St Josephs R C Aided Middle School, Highford Lane, Hexham, Northumberland, NE46 2DD",57000
"Haydon Bridge County High School, North Bank, Haydon Bridge, Hexham, Northumberland, NE47 6LR",128000
"Henshaw Ce Voluntary Aided First School, Henshaw, Hexham, NE47 7EP",8900
"Bellingham County Middle School, Redesmouth Road, Bellingham, Hexham, Northumberland, NE48 2EJ",50000
"Bellingham County First School, Redesmouth Road, Bellingham, Hexham, Northumberland, NE48 2EJ",10000
"E Dodd & Sons, Ramshawfield Colliery, Bardon Mill, Hexham, Northumberland, NE47 7EZ",15750
"Workshop & Garage (Part), Holly Bush House, Steel, Hexham, Northumberland, NE47 0HE",1300
"Allendale Golf Club, High Studdon, Allendale, Hexham, Northumberland, NE47 9DH",7300
"Allendale Golf Club, High Studdon, Allendale, Hexham, Northumberland, NE47 9DH",7300
"R/O 25/27, Princes Street, Corbridge, Northumberland, NE45 5DA",750
"Shitlington Crag Hostel, Shitlington Crag, Wark, Hexham, Northumberland, NE48 3QB",400
"Crescent Cottage, Town Hall Crescent, Haltwhistle, NE49 0DQ",2500
"2nd Flr, 1, Meal Market, Hexham, Northumberland, NE46 1NF",5900
"Potts Plant Hire, Town Foot Garage, Town Foot, Haltwhistle, Northumberland, NE49 0ND",8900
"Ski Club Store, Near Greenrising, Allenheads, Hexham, Northumberland, NE47 9HP",680
"Tony Lewis Electricals, Hadrian Enterprise Park, Haltwhistle, Northumberland, NE49 0HF",1700
"The Old Sawmill,, Bearsbridge, Hexham, Northumberland, NE47 8HA",6300
"Post Office, Market Place, Allendale, Hexham, Northumberland, NE47 9AZ",5800
"Post Office, Market Place, Allendale, Hexham, Northumberland, NE47 9AZ",5800
"John Gregg & Sons (Sports) Ltd, Market Square, Haltwhistle, Northumberland, NE49 0BL",3100
"Fern Hollow, Birches Nook Road, Stocksfield, Northumberland, NE43 7PA",12500
"Lance Surtees Holiday Cottage, Colwell, Hexham, Northumberland, NE46 4TL",2000
"Amberley House, Station Approach, Stocksfield, Northumberland, NE43 7HJ",10750
"Unit 3, Tyne Mills, Hexham, Northumberland, NE46 1XL",7800
"Near Plenmeller Sawmill, Plenmeller, Haltwhistle, Northumberland, NE49 0HW",5200
"Ladycross Quarry, Slaley, Hexham, Northumberland, NE47 0BY",8000
"Re, Bishops Yard, Main Street, Corbridge, Northumberland, NE45 5LA",13250
"51, Front Street, Prudhoe, Northumberland, NE42 5DB",6600
"Ayle Colliery, Alston, Cumbria, CA9 3NF",4800
"26, Front Street West, Bedlington, Northumberland, NE22 5UB",6800
"54a, Front Street West, Bedlington, Northumberland, NE22 5UB",4900
"Gnd Flr, 5, Lintonville Terrace, Ashington, Northumberland, NE63 9UN",6300
"Ground Floor, 7, Lintonville Terrace, Ashington, Northumberland, NE63 9UN",6800
"80, Front Street West, Bedlington, Northumberland, NE22 5UA",7000
"_, R Scott & Sons, Front Street West, Bedlington, Northumberland, NE22 5TT",6300
"The Grapes, Front Street West, Bedlington, Northumberland, NE22 5UA",14000
"The Grapes, Front Street West, Bedlington, Northumberland, NE22 5UA",14000
"22, Glebe Road, Bedlington, Northumberland, NE22 6JT",2700
"40, Glebe Road, Bedlington, Northumberland, NE22 6JT",2350
"56, Glebe Road, Bedlington, Northumberland, NE22 6JU",5400
"12, Meadowfield, Ashington, Northumberland, NE63 9TR",16500
"12, Meadowfield, Ashington, Northumberland, NE63 9TR",16500
"_, Whitley Memorial C E Aided 1st, Gordon Terrace, Bedlington, Northumberland, NE22 5DE",52000
"Hartford Road West, Hartford Road West, Bedlington, Northumberland, NE22 6HU",5200
"Bedlington Cricket Club, Hirst Head, Bedlington, Northumberland, NE22 5QH",3400
"Bedlington Cricket Club, Hirst Head, Bedlington, Northumberland, NE22 5QH",3400
"Bedlington Youth Involvement, Jubilee Terrace, Bedlington, Northumberland, NE22 5UP",3200
"4a, Milburn Road, Ashington, Northumberland, NE63 0HD",5700
"The Buccaneer, Cambois, Northumberland, NE24 1QJ",7200
"2, Bellway House, Woodhorn Road, Ashington, Northumberland, NE63 0AE",9400
"Warehouse 2, Fergusons Business Park West, West Sleekburn, Bedlington, Northumberland, NE22 7DH",14000
"1, Seventh Avenue, Ashington, Northumberland, NE63 0QE",2600
"Unit 8, Arch Centre For Enterprise, Lintonville Parkway, Ashington, NE63 9JZ",2700
"4, The Square, Choppington, Northumberland, NE62 5BZ",3550
"Car Colour, Viewlands, Hirst Yard, Ashington, NE63 9AF",2650
"12, Waterside Court, North Seaton, Ashington, NE63 0YG",7400
"23, Woodhorn Road, Ashington, Northumberland, NE63 9AS",4250
"Workshop 12a, Fergusons Business Park West, West Sleekburn, Bedlington, Northumberland, NE22 7DH",2650
"Workshop 12b, Fergusons Business Park West, West Sleekburn, Bedlington, Northumberland, NE22 7DH",4600
"Workshops Rear Of, 2, Wallridge Cottages, Ingoe, Newcastle Upon Tyne, NE20 0SY",800
"Drainage Shed, T Dunn & Son, Coopies Way, Coopies Lane, Morpeth, Northumberland, NE61 6JT",1275
"12, Telford Court, Morpeth, Northumberland, NE61 2DB",11750
"Unit 8, Longridge Court, Barrington Industrial Estate, Bedlington, Northumberland, NE22 7DQ",7800
"Houghton North Farm Visitor Accomodation, Houghton, Heddon On The Wall, Newcastle Upon Tyne, NE15 0EZ",5600
"Unit 2, Merchant Court, North Seaton Industrial Estate, Ashington, NE63 0YH",11250
"Unit 6e, Hadston Industrial Estate, Hadston, Morpeth, Northumberland, NE65 9YG",2800
"78, Front Street West, Bedlington, Northumberland, NE22 5UA",5200
"27, Hencotes, Hexham, Northumberland, NE46 2EQ",3250
"21, Arnison Terrace, Allendale, Hexham, Northumberland, NE47 9BW",3150
"Blackburn Farm, Slaley, Hexham, Northumberland, NE47 0DJ",1900
"Pheasantrise, Bingfield, Hexham, NE46 4HR",2750
"Stable Cottage, Shield Hall, Hexham, Northumberland, NE46 1TU",2125
"8, Wylam Mill, Wylam, Northumberland, NE41 8DP",7800
"44, Front Street, Prudhoe, Northumberland, NE42 5DB",2300
"Near Sailing Club, Derwent Reservoir, Consett, Co Durham, DH8 9PH",670
"Post Office, Wark, Hexham, Northumberland, NE48 3LG",3050
"Post Office, Wark, Hexham, Northumberland, NE48 3LG",3050
"J C S Law 44, Priestpopple, Hexham, Northumberland, NE46 1PQ",4400
"Mr Rs Marshall, California Gardens, Haydon Bridge, Hexham, Northumberland, NE47 6JW",10000
"14, Market Place, Hexham, Northumberland, NE46 1XQ",9400
"4, St Marys Wynd, Hexham, Northumberland, NE46 1LW",11250
"3, Market Street, Hexham, Northumberland, NE46 3NS",5300
"R/O St Andrews Parish Hall, St Helens Street, Corbridge, Northumberland, NE45 5BE",1950
"R/O St Andrews Parish Hall, St Helens Street, Corbridge, Northumberland, NE45 5BE",1950
"Cricket Ground, Newbrough, Hexham, Northumberland, NE47 5AR",800
"Cricket Ground, Newbrough, Hexham, Northumberland, NE47 5AR",800
"Hedley House, Princes Street, Corbridge, Northumberland, NE45 5DQ",6900
"North Tynies Childcare, Redesmouth Road, Bellingham, Hexham, Northumberland, NE48 2EN",10250
"North Tynies Childcare, Redesmouth Road, Bellingham, Hexham, Northumberland, NE48 2EN",10250
"Fountain Cottage Tearooms, Front Street, Bellingham, Hexham, Northumberland, NE48 2DE",3450
"1st Floor Burnside House, Hexham Business Park, Burn Lane, Hexham, Northumberland, NE46 3RU",13500
"Hexham Conservative & Unionist Club,, Beaumont Street, Hexham, Northumberland, NE46 3LZ",7900
"1,, Bridge Cottages, Haltwhistle, NE49 0EL",2500
"18, Front Street, Prudhoe, Northumberland, NE42 5HN",6200
"Dodwell Brothers Ltd, Long Lea, Steel, Hexham, Northumberland, NE47 0JD",2450
"Hallbankhead House B & B, Hallgate, Hexham, NE46 1XA",5700
"Riverside Chapel, Steel, Hexham, NE47 0LE",2000
"The Film Project,, Market Square, Haltwhistle, Northumberland, NE49 0BP",2850
"42, Front Street, Prudhoe, Northumberland, NE42 5DB",6600
"Oceans, Main Street, Haltwhistle, Northumberland, NE49 9AB",4200
"Hadrian Lodge Cottages, Hindshield Moss, Haydon Bridge, Hexham, Northld, NE47 6NF",7100
"Greencarts Bunk Barn & Camp Site, Humshaugh, Hexham, Northumberland, NE46 4BW",1500
"Unit 7, Horsley Business Centre, Horsley, Newcastle Upon Tyne, NE15 0NY",7400
"Workshop At Greencott, Lipwood Well, Haydon Bridge, Hexham, NE47 6DX",1600
"Field House Farm, Ovington, Prudhoe, Northumberland, NE42 6DF",2750
"Coopers Tourmaster Travel, Kitty Brewster Bridge, Bedlington, NE22 7BS",17500
"4, Market Place, Bedlington, Northumberland, NE22 5TN",5700
"Bedlington Social Club Ltd, Market Place, Bedlington, Northumberland, NE22 5TN",14250
"1a, Netherton Lane, Bedlington, Northumberland, NE22 6DP",16000
"15, Park Avenue, Bedlington, Northumberland, NE22 7EJ",1875
"8, Ravensworth Terrace, Bedlington, Northumberland, NE22 7JW",3900
"116, Milburn Road, Ashington, Northumberland, NE63 0PQ",4500
"St Bedes Rcva Primary School, Ridge Terrace, Bedlington, NE22 6EQ",33500
"_, R/O 37, Rothesay Terrace, Bedlington, Northumberland, NE22 5PT",5600
"124, Milburn Road, Ashington, Northumberland, NE63 0PQ",5100
"128, Milburn Road, Ashington, Northumberland, NE63 0PQ",11000
"92, Rothesay Terrace, Bedlington, Northumberland, NE22 5PU",4050
"136a, Milburn Road, Ashington, Northumberland, NE63 0PQ",2350
"138, Milburn Road, Ashington, Northumberland, NE63 0PQ",5200
"16, Station Road, Bedlington, Northumberland, NE22 5HB",3350
"156, Milburn Road, Ashington, Northumberland, NE63 0PH",4600
"198, Milburn Road, Ashington, Northumberland, NE63 0PH",5200
"_, Shape House, 202 Milburn Road, Ashington, Northumberland, NE63 0PH",5600
"4, Taylors Buildings, Bedlington, Northumberland, NE22 5PL",7400
"7, The Oval, Bedlington, Northumberland, NE22 5HS",2900
"Shilbottle Working Mens Club, 28, Grange Road, Shilbottle, Alnwick, Northumberland, NE66 2XN",5300
"Kennels And Cattery, West Farm, Ponteland, Newcastle Upon Tyne, NE20 0DB",10250
"Belmont, East Road, Longhorsley, Morpeth, Northumberland, NE65 8SY",3800
"Unit 25a, Haugh Lane Industrial Estate, Haugh Lane, Hexham, Northumberland, NE46 3PU",7700
"The Cheviot Hotel, High Street, Bellingham, Hexham, Northumberland, NE48 2AU",38500
"East Moorhouse Equestrian & Livery Services, Matfen, Newcastle Upon Tyne, NE20 0RG",8100
"Unit 7a, Haugh Lane Industrial Estate, Haugh Lane, Hexham, Northumberland, NE46 3PU",3200
"Unit 2, Elm Square, Lionheart Enterprise Park, Alnwick, Northd, NE66 2ES",7300
"Unit 2a, Greensfield Industrial Estate, Willowburn Avenue, Alnwick, Northumberland, NE66 2DD",9400
"Low Hall, Longframlington, Morpeth, Northd, NE65 8ED",6600
"Network House, Acomb Industrial Estate, Acomb, Hexham, Northumberland, NE46 4SA",12000
"Network House, Acomb Industrial Estate, Acomb, Hexham, Northumberland, NE46 4SA",12000
"Direct Auto Care Ltd, Lintonville Road, Ashington, Northumberland, NE63 9UN",6400
"Red Lion Inn, Newbrough, Hexham, Northumberland, NE47 5AR",12000
"Red Lion Inn, Newbrough, Hexham, Northumberland, NE47 5AR",12000
"9-13, Bondgate Within, Alnwick, Northumberland, NE66 1SX",20250
"Anchor Hotel, John Martin Street, Haydon Bridge, Hexham, Northumberland, NE47 6AB",17600
"4, Church View, Birtley, Hexham, Northumberland, NE48 3HW",198
"4, Church View, Birtley, Hexham, Northumberland, NE48 3HW",198
"Pcc House, Westside Farm, High Mickley, Stocksfield, NE43 7LU",7600
"Apperley Bank Foot, Stocksfield, Northumberland, NE43 7SH",3900
"M W Bell Motor Body Repairs, Central Place, Haltwhistle, Northumberland, NE49 0DF",4800
"13, Hencotes, Hexham, Northumberland, NE46 2EQ",4400
"Ashcroft, Lantys Lonnen, Haltwhistle, Northumberland, NE49 0DA",8200
"5, Hallstile Bank, Hexham, Northumberland, NE46 3PG",4700
"Acomb Hair Boutique, Main Street, Acomb, Hexham, Northumberland, NE46 4PW",2650
"South Side, Main Street, Haltwhistle, Northumberland, NE49 9AE",6800
"Headly House, Main Street, Haltwhistle, Northumberland, NE49 9AE",4600
"12, Eastgate, Hexham, Northumberland, NE46 1BH",10750
"Harlings Garden Centre, Bridge End, Hexham, Northumberland, NE46 4NU",4550
"Tyne Riverside Country Park, Low Prudhoe, Prudhoe, Northumberland, NE42 6NP",1125
"Tyne Riverside Country Park, Low Prudhoe, Prudhoe, Northumberland, NE42 6NP",1125
"Leeburn, Whitchester, Haltwhistle, Northumberland, NE49 0NF",2425
"Studio The Rectory, Thorneyburn, Tarset, Hexham, Northumberland, NE48 1NA",4700
"Thompsons Garage, Haugh Lane, Hexham, Northumberland, NE46 3PT",6100
"11-15, Fore Street, Hexham, Northumberland, NE46 1LU",38250
"Carvoran, Greenhead, Brampton, CA8 7JB",48250
"Tynedale District Council,, Tyne Mills, Hexham, Northumberland, NE46 1XL",2650
"19/21, Battle Hill, Hexham, Northumberland, NE46 1BA",21000
"North Workshop, The Old Grain Shed, Kirkharle, Newcastle Upon Tyne, NE19 2PE",4900
"Ground Flr, 19, Market Place, Hexham, Northumberland, NE46 3NX",16250
